,branch,address,city,zip code,ytd,year,month,circulation_count
20649,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,58715,2013,november,4827
20650,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,20701,2013,november,5077
20651,Beverly,1962 W. 95th St.,Chicago,60643.0,81042,2013,november,6531
20652,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,156844,2013,november,11493
20653,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,129742,2013,november,10723
20654,Brainerd,1350 W. 89th St.,Chicago,60620.0,14031,2013,november,1128
20655,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,76837,2013,november,6822
20656,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,143740,2013,november,10884
20657,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,154085,2013,november,12072
20658,Canaryville,642 W. 43rd St.,Chicago,60609.0,34058,2013,november,2520
20659,Chicago Bee,3647 S. State St.,Chicago,60609.0,16617,2013,november,1492
20660,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,62841,2013,november,5817
20661,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,123889,2013,november,9869
20662,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,58650,2013,november,4764
20663,Coleman,731 E. 63rd St.,Chicago,60637.0,42099,2013,november,3550
20664,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,88066,2013,november,7113
20665,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,57346,2013,november,4823
20666,Douglass,3353 W. 13th St.,Chicago,60623.0,27561,2013,november,2436
20667,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,82464,2013,november,6833
20668,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,111693,2013,november,9090
20669,Edgewater,1210 W. Elmdale Ave.,Chicago,60660.0,125353,2013,november,16799
20670,Gage Park,2807 W. 55th St.,Chicago,60632.0,29392,2013,november,2744
20671,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,12759,2013,november,892
20672,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,75119,2013,november,6225
20673,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,34959,2013,november,2867
20674,Hall,4801 S. Michigan Ave.,Chicago,60615.0,26954,2013,november,2329
20675,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,821749,2013,november,64274
20676,Hegewisch,3048 E. 130th St.,Chicago,60633.0,36109,2013,november,3369
20677,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,67949,2013,november,6347
20678,Independence,3548 W. Irving Park Rd.,Chicago,60618.0,111576,2013,november,9112
20679,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,101269,2013,november,8486
20680,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,15343,2013,november,1150
20681,Kelly,6151 S. Normal Boulevard,Chicago,60621.0,15927,2013,november,1379
20682,King,3436 S. King Dr.,Chicago,60616.0,39416,2013,november,3531
20683,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,19211,2013,november,1565
20684,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,175304,2013,november,14024
20685,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,121675,2013,november,9938
20686,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,105316,2013,november,8852
20687,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,141476,2013,november,12388
20688,Lozano,1805 S. Loomis St.,Chicago,60608.0,74556,2013,november,6232
20689,Manning,6 S. Hoyne Ave.,Chicago,60612.0,32941,2013,november,2679
20690,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,78316,2013,november,6400
20691,McKinley Park,1915 W. 35th St.,Chicago,60609.0,91012,2013,november,6910
20692,Merlo,644 W. Belmont Ave.,Chicago,60657.0,106150,2013,november,8567
20693,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,83611,2013,november,6789
20694,Near North,310 W. Division St.,Chicago,60610.0,136669,2013,november,10644
20695,North Austin,5724 W. North Ave.,Chicago,60639.0,25542,2013,november,2131
20696,North Pulaski,4300 W. North Ave.,Chicago,60639.0,55332,2013,november,4264
20697,Northtown,6435 N. California Ave.,Chicago,60645.0,135506,2013,november,11103
20698,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,101827,2013,november,8270
20699,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,99876,2013,november,8628
20700,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,23411,2013,november,1980
20701,Roden,6083 N. Northwest Highway,Chicago,60631.0,75176,2013,november,6425
20702,Rogers Park,6907 N. Clark St.,Chicago,60626.0,155304,2013,november,11579
20703,Roosevelt,1101 W. Taylor St.,Chicago,60607.0,78582,2013,november,6485
20704,Scottsdale,4101 W. 79th St.,Chicago,60652.0,45859,2013,november,3790
20705,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,18023,2013,november,1220
20706,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,47291,2013,november,3418
20707,South Shore,2505 E. 73rd St.,Chicago,60649.0,39087,2013,november,3922
20708,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,556898,2013,november,45697
20709,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,39252,2013,november,3424
20710,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,105097,2013,november,9484
20711,Uptown,929 W. Buena Ave.,Chicago,60613.0,94280,2013,november,7340
20712,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,62382,2013,november,4975
20713,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,38898,2013,november,3057
20714,Water Works,163 E. Pearson St.,Chicago,60611.0,43308,2013,november,3279
20715,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,108176,2013,november,8886
20716,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,25076,2013,november,1976
20717,West Englewood,1745 W. 63rd St.,Chicago,60636.0,22947,2013,november,2078
20718,West Lawn,4020 W. 63rd St.,Chicago,60629.0,79704,2013,november,6732
20719,West Pullman,830 W. 119th St.,Chicago,60643.0,35415,2013,november,2815
20720,West Town,1625 W. Chicago Ave.,Chicago,60622.0,106199,2013,november,9014
20721,"Whitney M. Young, Jr.",7901 S. King Dr.,Chicago,60619.0,36869,2013,november,2971
20722,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,106316,2013,november,8717
20723,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,38359,2013,november,2962
20727,Albany Park,5150 N. Kimball Ave.,Chicago,60625.0,120059,2011,november,10567
20728,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,9611,2011,november,787
20729,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,101951,2011,november,8809
20730,Austin,5615 W. Race Ave.,Chicago,60644.0,25527,2011,november,2233
20731,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,165634,2011,november,14069
20732,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,71884,2011,november,6113
20733,Back of the Yards,4650 S. Damen Ave.,Chicago,60609.0,40470,2011,november,0
20734,Beverly,1962 W. 95th St.,Chicago,60643.0,106619,2011,november,8749
20735,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,161803,2011,november,14860
20736,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,128882,2011,november,11179
20737,Brainerd,1350 W. 89th St.,Chicago,60620.0,16657,2011,november,1370
20738,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,99091,2011,november,9505
20739,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,173396,2011,november,14650
20740,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,160271,2011,november,13791
20741,Canaryville,642 W. 43rd St.,Chicago,60609.0,35681,2011,november,3115
20742,Chicago Bee,3647 S. State St.,Chicago,60609.0,16129,2011,november,1503
20743,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,65939,2011,november,6229
20744,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,158449,2011,november,12661
20745,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,77943,2011,november,6960
20746,Coleman,731 E. 63rd St.,Chicago,60637.0,33980,2011,november,2862
20747,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,99302,2011,november,8542
20748,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,38311,2011,november,6207
20749,Douglass,3353 W. 13th St.,Chicago,60623.0,24191,2011,november,2082
20750,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,60892,2011,november,7516
20751,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,129288,2011,november,10649
20752,Edgewater,1210 W. Elmdale Ave.,Chicago,60660.0,76930,2011,november,1420
20753,Gage Park,2807 W. 55th St.,Chicago,60632.0,33978,2011,november,3170
20754,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,9218,2011,november,781
20755,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,84481,2011,november,7172
20756,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,29922,2011,november,3665
20757,Hall,4801 S. Michigan Ave.,Chicago,60615.0,33396,2011,november,2836
20758,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,966720,2011,november,79702
20759,Hegewisch,3048 E. 130th St.,Chicago,60633.0,41436,2011,november,3617
20760,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,84825,2011,november,6943
20761,Independence,3548 W. Irving Park Rd.,Chicago,60618.0,125886,2011,november,10603
20762,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,123076,2011,november,10757
20763,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,18319,2011,november,1613
20764,Kelly,6151 S. Normal Boulevard,Chicago,60621.0,17348,2011,november,1729
20765,King,3436 S. King Dr.,Chicago,60616.0,36280,2011,november,3257
20766,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,18487,2011,november,1795
20767,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,194268,2011,november,16397
20768,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,140877,2011,november,11478
20769,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,42276,2011,november,14632
20770,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,155741,2011,november,13995
20771,Lozano,1805 S. Loomis St.,Chicago,60608.0,75042,2011,november,6589
20772,Manning,6 S. Hoyne Ave.,Chicago,60612.0,44701,2011,november,3798
20773,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,66018,2011,november,5564
20774,McKinley Park,1915 W. 35th St.,Chicago,60609.0,101381,2011,november,9165
20775,Merlo,644 W. Belmont Ave.,Chicago,60657.0,127160,2011,november,11158
20776,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,88689,2011,november,7148
20777,Near North,310 W. Division St.,Chicago,60610.0,154238,2011,november,13006
20778,North Austin,5724 W. North Ave.,Chicago,60639.0,32757,2011,november,2796
20779,North Pulaski,4300 W. North Ave.,Chicago,60639.0,59678,2011,november,5952
20780,Northtown,6435 N. California Ave.,Chicago,60645.0,145006,2011,november,12673
20781,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,139626,2011,november,10503
20782,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,118133,2011,november,10718
20783,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,25807,2011,november,2530
20784,Roden,6083 N. Northwest Highway,Chicago,60631.0,84755,2011,november,6999
20785,Rogers Park,6907 N. Clark St.,Chicago,60626.0,190842,2011,november,17255
20786,Roosevelt,1101 W. Taylor St.,Chicago,60607.0,89642,2011,november,7019
20787,Scottsdale,4101 W. 79th St.,Chicago,60652.0,59737,2011,november,4832
20788,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,19818,2011,november,2103
20789,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,54168,2011,november,4933
20790,South Shore,2505 E. 73rd St.,Chicago,60649.0,41954,2011,november,3830
20791,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,619734,2011,november,52274
20792,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,39535,2011,november,3246
20793,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,135191,2011,november,11558
20794,Uptown,929 W. Buena Ave.,Chicago,60613.0,109341,2011,november,8865
20795,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,72016,2011,november,5998
20796,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,47634,2011,november,3646
20797,Water Works,163 E. Pearson St.,Chicago,60611.0,45047,2011,november,4219
20798,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,123909,2011,november,11445
20799,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,22091,2011,november,1612
20800,West Englewood,1745 W. 63rd St.,Chicago,60636.0,23258,2011,november,2097
20801,West Lawn,4020 W. 63rd St.,Chicago,60629.0,94922,2011,november,8101
20802,West Pullman,830 W. 119th St.,Chicago,60643.0,40144,2011,november,3162
20803,West Town,1625 W. Chicago Ave.,Chicago,60622.0,122088,2011,november,10797
20804,"Whitney M. Young, Jr.",7901 S. King Dr.,Chicago,60619.0,37399,2011,november,3324
20805,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,125056,2011,november,11421
20806,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,42257,2011,november,3583
20810,Albany Park,,,,135858,2016,november,11864
20811,Altgeld,,,,5864,2016,november,389
20812,Archer Heights,,,,75818,2016,november,5981
20813,Austin,,,,21272,2016,november,1772
20814,Austin-Irving,,,,118020,2016,november,9058
20815,Avalon,,,,47702,2016,november,4203
20816,Back of the Yards,,,,39502,2016,november,2893
20817,Beverly,,,,62264,2016,november,6090
20818,Bezazian,,,,115177,2016,november,8401
20819,Blackstone,,,,100420,2016,november,8059
20820,Brainerd,,,,13258,2016,november,1218
20821,Brighton Park,,,,59178,2016,november,4986
20822,Bucktown-Wicker Park,,,,123454,2016,november,9993
20823,Budlong Woods,,,,102830,2016,november,9689
20824,Canaryville,,,,22528,2016,november,2017
20825,Chicago Bee,,,,15002,2016,november,1419
20826,Chicago Lawn,,,,37448,2016,november,3443
20827,Chinatown,,,,139865,2016,november,11476
20828,Clearing,,,,41732,2016,november,3573
20829,Coleman,,,,42340,2016,november,3506
20830,"Daley, Richard J. - Bridgeport",,,,74356,2016,november,6362
20831,"Daley, Richard M. - W Humboldt",,,,42352,2016,november,3631
20832,Douglass,,,,19343,2016,november,2076
20833,Dunning,,,,63134,2016,november,5115
20834,Edgebrook,,,,102567,2016,november,8014
20835,Edgewater,,,,184583,2016,november,15042
20836,Gage Park,,,,21873,2016,november,1915
20837,Galewood-Mont Clare,,,,12195,2016,november,913
20838,Garfield Ridge,,,,61834,2016,november,5366
20839,Greater Grand Crossing,,,,25993,2016,november,1934
20840,Hall,,,,15817,2016,november,1411
20841,Harold Washington Library Center,,,,670077,2016,november,53671
20842,Hegewisch,,,,28835,2016,november,2406
20843,Humboldt Park,,,,70210,2016,november,5768
20844,Independence,,,,0,2016,november,0
20845,Jefferson Park,,,,95365,2016,november,8089
20846,Jeffery Manor,,,,12344,2016,november,1117
20847,Kelly,,,,11307,2016,november,1095
20848,King,,,,32994,2016,november,2662
20849,Legler Regional,,,,16029,2016,november,1353
20850,Lincoln Belmont,,,,156842,2016,november,13082
20851,Lincoln Park,,,,111387,2016,november,9572
20852,Little Village,,,,68243,2016,november,5506
20853,Logan Square,,,,127151,2016,november,10653
20854,Lozano,,,,61126,2016,november,4317
20855,Manning,,,,31008,2016,november,2875
20856,Mayfair,,,,59682,2016,november,5015
20857,McKinley Park,,,,73007,2016,november,6229
20858,Merlo,,,,96756,2016,november,8066
20859,Mount Greenwood,,,,68918,2016,november,5228
20860,Near North,,,,114311,2016,november,9724
20861,North Austin,,,,19702,2016,november,1716
20862,North Pulaski,,,,45763,2016,november,3861
20863,Northtown,,,,100530,2016,november,8669
20864,Oriole Park,,,,79077,2016,november,6363
20865,Portage-Cragin,,,,86307,2016,november,8114
20866,Pullman,,,,16344,2016,november,1279
20867,Roden,,,,73599,2016,november,5860
20868,Rogers Park,,,,131222,2016,november,10315
20869,Roosevelt,,,,62700,2016,november,5108
20870,Scottsdale,,,,35488,2016,november,3010
20871,Sherman Park,,,,10521,2016,november,907
20872,South Chicago,,,,30219,2016,november,2697
20873,South Shore,,,,38129,2016,november,3208
20874,Sulzer Regional,,,,412021,2016,november,27045
20875,Thurgood Marshall,,,,31240,2016,november,2699
20876,Toman,,,,70387,2016,november,5942
20877,Uptown,,,,87270,2016,november,6745
20878,Vodak-East Side,,,,49351,2016,november,4076
20879,Walker,,,,23499,2016,november,1944
20880,Water Works,,,,42264,2016,november,3655
20881,West Belmont,,,,84081,2016,november,7921
20882,West Chicago Avenue,,,,16645,2016,november,1271
20883,West Englewood,,,,16878,2016,november,1412
20884,West Lawn,,,,59115,2016,november,4679
20885,West Pullman,,,,26449,2016,november,2811
20886,West Town,,,,75478,2016,november,6332
20887,"Whitney M. Young, Jr.",,,,23194,2016,november,1886
20888,Woodson Regional,,,,74622,2016,november,1246
20889,Wrightwood-Ashburn,,,,25190,2016,november,2086
20893,Altgeld,,,,4297,2017,november,268
20894,Garfield Ridge,,,,61434,2017,november,5147
20895,Rogers Park,,,,126146,2017,november,10010
20896,Merlo,,,,95477,2017,november,8356
20897,Legler Regional,,,,12520,2017,november,972
20898,King,,,,28927,2017,november,2051
20899,North Austin,,,,17845,2017,november,1414
20900,Uptown,,,,83125,2017,november,6731
20901,Wrightwood-Ashburn,,,,22473,2017,november,1646
20902,Harold Washington Library Center,,,,634570,2017,november,54575
20903,Toman,,,,65020,2017,november,6077
20904,West Belmont,,,,81816,2017,november,6878
20905,"Daley, Richard J. - Bridgeport",,,,66355,2017,november,4973
20906,Sherman Park,,,,9228,2017,november,615
20907,Coleman,,,,40095,2017,november,3430
20908,Oriole Park,,,,72151,2017,november,6122
20909,Pullman,,,,15123,2017,november,1108
20910,Northtown,,,,94927,2017,november,7712
20911,Water Works,,,,48351,2017,november,3868
20912,Lincoln Belmont,,,,154474,2017,november,12800
20913,Austin-Irving,,,,110235,2017,november,9117
20914,Chinatown,,,,127037,2017,november,9571
20915,North Pulaski,,,,37242,2017,november,2777
20916,Brighton Park,,,,56112,2017,november,5028
20917,Budlong Woods,,,,97721,2017,november,7785
20918,Douglass,,,,15553,2017,november,1189
20919,Vodak-East Side,,,,41701,2017,november,3222
20920,"Whitney M. Young, Jr.",,,,14547,2017,november,0
20921,West Chicago Avenue,,,,12682,2017,november,1048
20922,Chicago Lawn,,,,38739,2017,november,3660
20923,Roden,,,,74683,2017,november,5689
20924,West Lawn,,,,51048,2017,november,3942
20925,Chicago Bee,,,,12740,2017,november,1076
20926,South Chicago,,,,24980,2017,november,1624
20927,Bezazian,,,,102832,2017,november,8288
20928,South Shore,,,,30527,2017,november,2139
20929,Austin,,,,12015,2017,november,49
20930,Canaryville,,,,23027,2017,november,2059
20932,Avalon,,,,45981,2017,november,3969
20933,Jeffery Manor,,,,9057,2017,november,737
20934,"Daley, Richard M. - W Humboldt",,,,31597,2017,november,2486
20935,West Town,,,,69661,2017,november,5633
20936,Beverly,,,,72769,2017,november,5950
20937,Mount Greenwood,,,,64963,2017,november,4914
20938,Humboldt Park,,,,63037,2017,november,5208
20939,Dunning,,,,58392,2017,november,3930
20940,Lincoln Park,,,,117833,2017,november,9680
20941,Bucktown-Wicker Park,,,,117212,2017,november,9153
20942,Back of the Yards,,,,31124,2017,november,2551
20943,Thurgood Marshall,,,,27162,2017,november,1546
20944,Kelly,,,,11160,2017,november,933
20945,Independence,,,,0,2017,november,0
20946,Mayfair,,,,56550,2017,november,4481
20947,Hall,,,,15017,2017,november,879
20948,Manning,,,,29033,2017,november,2436
20949,Galewood-Mont Clare,,,,12110,2017,november,980
20951,Woodson Regional,,,,0,2017,november,0
20952,Logan Square,,,,129314,2017,november,10555
20953,Greater Grand Crossing,,,,23192,2017,november,1930
20954,Edgewater,,,,182962,2017,november,14852
20955,Hegewisch,,,,25300,2017,november,1981
20956,West Pullman,,,,29836,2017,november,2097
20957,West Englewood,,,,16943,2017,november,1685
20958,Blackstone,,,,96778,2017,november,7755
20959,Lozano,,,,56669,2017,november,4691
20960,Albany Park,,,,121534,2017,november,10043
20961,Gage Park,,,,19172,2017,november,1742
20963,Archer Heights,,,,68197,2017,november,5200
20964,Jefferson Park,,,,86449,2017,november,6836
20965,Edgebrook,,,,101906,2017,november,8306
20966,Near North,,,,110921,2017,november,9125
20967,Scottsdale,,,,32880,2017,november,2501
20968,Portage-Cragin,,,,89744,2017,november,7623
20969,Walker,,,,21509,2017,november,1675
20970,Brainerd,,,,12425,2017,november,1102
20971,Clearing,,,,37950,2017,november,2890
20972,Little Village,,,,61242,2017,november,5308
20973,Sulzer Regional,,,,403323,2017,november,32316
20974,Roosevelt,,,,58366,2017,november,4410
20975,McKinley Park,,,,68579,2017,november,5309
20976,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,4609,2022,november,516
20977,"Whitney M. Young, Jr.",415 E. 79th St.,Chicago,60619.0,8041,2022,november,602
20979,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,25002,2022,november,1970
20980,Beverly,1962 W. 95th St.,Chicago,60643.0,26961,2022,november,2806
20981,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,27343,2022,november,2099
20982,Manning,6 S. Hoyne Ave.,Chicago,60612.0,11869,2022,november,972
20983,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,81017,2022,november,6129
20984,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,41531,2022,november,3330
20985,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,35914,2022,november,3199
20986,Avalon,8148 S. Stony Island Ave.,Chicago,60617.0,15567,2022,november,1230
20987,Edgewater,6000 N. Broadway St.,Chicago,60660.0,124239,2022,november,10431
20988,South Shore,2505 E. 73rd St.,Chicago,60649.0,10647,2022,november,863
20989,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,6453,2022,november,476
20990,Hall,4801 S. Michigan Ave.,Chicago,60615.0,7510,2022,november,421
20991,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,12242,2022,november,790
20992,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,19893,2022,november,1614
20993,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,30562,2022,november,2486
20995,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,40511,2022,november,3386
20996,West Pullman,830 W. 119th St.,Chicago,60643.0,8454,2022,november,577
20997,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,59621,2022,november,4856
20998,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,2857,2022,november,261
20999,Altgeld,955 E. 131st St.,Chicago,60827.0,2641,2022,november,173
21000,North Austin,5724 W. North Ave.,Chicago,60639.0,6732,2022,november,468
21001,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,17465,2022,november,1206
21002,Near North,310 W. Division St.,Chicago,60610.0,46760,2022,november,6155
21003,Water Works,163 E. Pearson St.,Chicago,60611.0,38310,2022,november,2801
21004,Uptown,929 W. Buena Ave.,Chicago,60613.0,54707,2022,november,5124
21006,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,98867,2022,november,8481
21007,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,5335,2022,november,339
21008,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,64486,2022,november,5416
21009,West Englewood,1745 W. 63rd St.,Chicago,60636.0,4576,2022,november,355
21010,Northtown,6800 N. Western Ave.,Chicago,60645.0,101188,2022,november,7857
21011,West Lawn,4020 W. 63rd St.,Chicago,60629.0,20225,2022,november,1751
21012,King,3436 S. King Dr.,Chicago,60616.0,11940,2022,november,1017
21013,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,14820,2022,november,1062
21014,Lozano,1805 S. Loomis St.,Chicago,60608.0,25002,2022,november,2045
21015,Merlo,644 W. Belmont Ave.,Chicago,60657.0,106736,2022,november,8762
21016,Little Italy,1336 W. Taylor St.,Chicago,60607.0,45000,2022,november,3931
21017,Canaryville,642 W. 43rd St.,Chicago,60609.0,8998,2022,november,718
21018,Independence,4024 N. Elston Ave.,Chicago,60618.0,73846,2022,november,6419
21019,Austin,5615 W. Race Ave.,Chicago,60644.0,7589,2022,november,666
21020,Scottsdale,4101 W. 79th St.,Chicago,60652.0,15151,2022,november,1178
21021,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,104173,2022,november,9775
21022,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,16002,2022,november,1164
21023,North Pulaski,4300 W. North Ave.,Chicago,60639.0,12675,2022,november,1266
21024,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,116319,2022,november,9643
21025,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,63482,2022,november,4976
21026,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,4118,2022,november,377
21027,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,8850,2022,november,671
21028,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,72049,2022,november,6083
21029,Chicago Lawn,6120 S. Kedzie Ave.,Chicago,60629.0,16433,2022,november,1266
21031,Coleman,731 E. 63rd St.,Chicago,60637.0,11059,2022,november,1130
21032,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,41675,2022,november,3661
21033,Douglass,3353 W. 13th St.,Chicago,60623.0,4250,2022,november,404
21034,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,21980,2022,november,1988
21035,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,79259,2022,november,6537
21036,Roden,6083 N. Northwest Hwy.,Chicago,60631.0,55614,2022,november,4614
21037,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,273406,2022,november,22288
21038,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,60991,2022,november,5215
21039,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,36368,2022,november,3156
21041,Gage Park,2807 W. 55th St.,Chicago,60632.0,7493,2022,november,786
21042,Hegewisch,3048 E. 130th St.,Chicago,60633.0,9734,2022,november,845
21043,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,142413,2022,november,11015
21044,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,6186,2022,november,456
21045,McKinley Park,1915 W. 35th St.,Chicago,60609.0,37881,2022,november,2474
21046,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,25307,2022,november,2958
21047,West Loop,122 N. Aberdeen St.,Chicago,60607.0,52688,2022,november,4585
21048,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,76814,2022,november,5857
21049,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,23735,2022,november,2063
21050,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,8920,2022,november,570
21051,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,301340,2022,november,24073
21052,Rogers Park,6907 N. Clark St.,Chicago,60626.0,77588,2022,november,6095
21053,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,0,2022,november,0
21054,Kelly,6151 S. Normal Blvd.,Chicago,60621.0,5141,2022,november,466
21055,West Town,1625 W. Chicago Ave.,Chicago,60622.0,53459,2022,november,4642
21056,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,46056,2022,november,3644
