,branch,address,city,zip code,ytd,year,month,circulation_count
7385,West Englewood,1745 W. 63rd St.,Chicago,60636.0,3896,2021,april,318
7386,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,26320,2021,april,1791
7387,Hegewisch,3048 E. 130th St.,Chicago,60633.0,11515,2021,april,960
7388,Independence,4024 N. Elston Ave.,Chicago,60618.0,69547,2021,april,5474
7389,Lozano,1805 S. Loomis St.,Chicago,60608.0,25108,2021,april,1829
7390,South Shore,2505 E. 73rd St.,Chicago,60649.0,32150,2021,april,902
7391,Chinatown,2100 S. Wentworth Ave.,Chicago,60616.0,54354,2021,april,3597
7392,Douglass,3353 W. 13th St.,Chicago,60623.0,4852,2021,april,318
7393,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,105294,2021,april,8373
7394,Roden,6083 N. Northwest Hwy.,Chicago,60631.0,52091,2021,april,3523
7395,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,0,2021,april,0
7396,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,35555,2021,april,2727
7397,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,89707,2021,april,7504
7398,North Pulaski,4300 W. North Ave.,Chicago,60639.0,18393,2021,april,720
7399,McKinley Park,1915 W. 35th St.,Chicago,60609.0,37408,2021,april,2222
7401,West Pullman,830 W. 119th St.,Chicago,60643.0,7361,2021,april,539
7402,Beverly,1962 W. 95th St.,Chicago,60643.0,35849,2021,april,2782
7403,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,5226,2021,april,420
7404,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,23670,2021,april,1766
7405,Austin,5615 W. Race Ave.,Chicago,60644.0,7108,2021,april,549
7406,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,7287,2021,april,486
7407,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,55453,2021,april,4174
7408,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,30188,2021,april,2457
7409,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,7885,2021,april,605
7410,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,20184,2021,april,1517
7411,Merlo,644 W. Belmont Ave.,Chicago,60657.0,91433,2021,april,8022
7412,Uptown,929 W. Buena Ave.,Chicago,60613.0,67461,2021,april,5047
7413,Chicago Lawn,6120 S. Kedzie Ave.,Chicago,60629.0,17555,2021,april,1184
7414,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,271811,2021,april,21220
7415,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,14957,2021,april,1471
7416,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,2684,2021,april,111
7417,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,15767,2021,april,1157
7418,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,129149,2021,april,10740
7419,Gage Park,2807 W. 55th St.,Chicago,60632.0,2773,2021,april,0
7420,Northtown,6800 N. Western Ave.,Chicago,60645.0,106764,2021,april,8881
7421,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,38197,2021,april,3092
7422,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,57073,2021,april,5055
7423,West Loop,122 N. Aberdeen St.,Chicago,60607.0,45506,2021,april,3830
7424,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,7079,2021,april,302
7426,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,3205,2021,april,260
7427,Hall,4801 S. Michigan Ave.,Chicago,60615.0,6169,2021,april,469
7428,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,41816,2021,april,3392
7429,Coleman,731 E. 63rd St.,Chicago,60637.0,11157,2021,april,657
7430,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,62934,2021,april,4717
7431,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,23328,2021,april,2071
7432,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,9986,2021,april,633
7433,Chicago Bee,3647 S. State St.,Chicago,60609.0,7891,2021,april,610
7434,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,18626,2021,april,1497
7435,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,2859,2021,april,140
7437,"Whitney M. Young, Jr.",415 E. 79th St.,Chicago,60619.0,9710,2020,april,0
7439,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,8559,2020,april,0
7440,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,49247,2020,april,0
7441,Avalon,8148 S. Stony Island Ave.,Chicago,60617.0,16799,2020,april,0
7442,Brainerd,1350 W. 89th St.,Chicago,60620.0,3577,2020,april,0
7443,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,42683,2020,april,0
7444,Little Italy,1336 W. Taylor St.,Chicago,60607.0,37786,2020,april,0
7445,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,63999,2020,april,0
7446,Kelly,6151 S. Normal Blvd.,Chicago,60621.0,4498,2020,april,0
7447,Edgewater,6000 N. Broadway St.,Chicago,60660.0,103570,2020,april,0
7448,Near North,310 W. Division St.,Chicago,60610.0,72498,2020,april,0
7449,Canaryville,642 W. 43rd St.,Chicago,60609.0,4120,2020,april,0
7450,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,37045,2020,april,0
7451,Manning,6 S. Hoyne Ave.,Chicago,60612.0,3325,2020,april,0
7452,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,36262,2020,april,0
7453,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,6739,2020,april,0
7454,Scottsdale,4101 W. 79th St.,Chicago,60652.0,11650,2020,april,0
7455,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,1109,2020,april,0
7456,West Lawn,4020 W. 63rd St.,Chicago,60629.0,16996,2020,april,0
7457,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,11151,2020,april,0
7458,Rogers Park,6907 N. Clark St.,Chicago,60626.0,65574,2020,april,1
7459,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,28473,2020,april,0
7460,King,3436 S. King Dr.,Chicago,60616.0,11145,2020,april,0
7461,Water Works,163 E. Pearson St.,Chicago,60611.0,12534,2020,april,0
7462,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,16965,2020,april,0
7463,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,36246,2020,april,0
7464,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,226464,2020,april,0
7465,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,60837,2020,april,0
7466,North Austin,5724 W. North Ave.,Chicago,60639.0,7093,2020,april,0
7467,West Town,1625 W. Chicago Ave.,Chicago,60622.0,35535,2020,april,0
7468,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,55627,2020,april,0
7469,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,92065,2020,april,0
7470,West Englewood,1745 W. 63rd St.,Chicago,60636.0,4621,2020,april,0
7471,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,23929,2020,april,0
7472,Hegewisch,3048 E. 130th St.,Chicago,60633.0,11479,2020,april,0
7473,Independence,4024 N. Elston Ave.,Chicago,60618.0,55694,2020,april,0
7474,Lozano,1805 S. Loomis St.,Chicago,60608.0,21536,2020,april,2
7475,South Shore,2505 E. 73rd St.,Chicago,60649.0,7780,2020,april,0
7476,Chinatown,2100 S. Wentworth Ave.,Chicago,60616.0,40334,2020,april,0
7477,Douglass,3353 W. 13th St.,Chicago,60623.0,4785,2020,april,0
7478,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,71923,2020,april,0
7479,Roden,6083 N. Northwest Hwy.,Chicago,60631.0,37254,2020,april,0
7480,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,1705,2020,april,0
7481,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,33022,2020,april,0
7482,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,74873,2020,april,0
7483,North Pulaski,4300 W. North Ave.,Chicago,60639.0,11265,2020,april,0
7484,McKinley Park,1915 W. 35th St.,Chicago,60609.0,31015,2020,april,0
7486,West Pullman,830 W. 119th St.,Chicago,60643.0,8768,2020,april,0
7487,Beverly,1962 W. 95th St.,Chicago,60643.0,29173,2020,april,0
7488,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,245,2020,april,0
7489,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,23781,2020,april,0
7490,Austin,5615 W. Race Ave.,Chicago,60644.0,8392,2020,april,0
7491,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,8596,2020,april,0
7492,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,41742,2020,april,0
7493,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,24446,2020,april,0
7494,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,7548,2020,april,0
7495,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,16952,2020,april,0
7496,Merlo,644 W. Belmont Ave.,Chicago,60657.0,41151,2020,april,0
7497,Uptown,929 W. Buena Ave.,Chicago,60613.0,59507,2020,april,0
7498,Chicago Lawn,6120 S. Kedzie Ave.,Chicago,60629.0,15080,2020,april,0
7499,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,276878,2020,april,275
7500,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,19047,2020,april,0
7501,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,3674,2020,april,0
7502,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,15626,2020,april,0
7503,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,105388,2020,april,0
7504,Gage Park,2807 W. 55th St.,Chicago,60632.0,3214,2020,april,0
7505,Northtown,6800 N. Western Ave.,Chicago,60645.0,94797,2020,april,19
7506,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,30500,2020,april,0
7507,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,60551,2020,april,1
7508,West Loop,122 N. Aberdeen St.,Chicago,60607.0,36711,2020,april,0
7509,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,3368,2020,april,0
7511,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,4091,2020,april,0
7512,Hall,4801 S. Michigan Ave.,Chicago,60615.0,7705,2020,april,0
7513,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,33407,2020,april,0
7514,Coleman,731 E. 63rd St.,Chicago,60637.0,10777,2020,april,0
7515,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,56704,2020,april,0
7516,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,25273,2020,april,0
7517,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,9573,2020,april,0
7518,Chicago Bee,3647 S. State St.,Chicago,60609.0,6035,2020,april,0
7519,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,13685,2020,april,0
7520,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,2675,2020,april,0
7522,Albany Park,,,,133366,2015,april,11463
7523,Altgeld,,,,6382,2015,april,506
7524,Archer Heights,,,,82792,2015,april,7683
7525,Austin,,,,22442,2015,april,1904
7526,Austin-Irving,,,,122335,2015,april,9990
7527,Avalon,,,,49109,2015,april,4271
7528,Back of the Yards,,,,46855,2015,april,4157
7529,Beverly,,,,64542,2015,april,5513
7530,Bezazian,,,,117706,2015,april,10393
7531,Blackstone,,,,101183,2015,april,9179
7532,Brainerd,,,,14542,2015,april,1244
7533,Brighton Park,,,,66829,2015,april,6075
7534,Bucktown-Wicker Park,,,,124088,2015,april,10528
7535,Budlong Woods,,,,107754,2015,april,8922
7536,Canaryville,,,,22869,2015,april,2062
7537,Chicago Bee,,,,18805,2015,april,1685
7538,Chicago Lawn,,,,44938,2015,april,4185
7539,Chinatown,,,,93103,2015,april,7786
7540,Clearing,,,,48062,2015,april,3978
7541,Coleman,,,,40712,2015,april,3133
7542,"Daley, Richard J. - Bridgeport",,,,83127,2015,april,7054
7543,"Daley, Richard M. - W Humboldt",,,,41193,2015,april,3513
7544,Douglass,,,,19617,2015,april,1500
7545,Dunning,,,,64074,2015,april,5472
7546,Edgebrook,,,,103432,2015,april,8641
7547,Edgewater,,,,186613,2015,april,16196
7548,Gage Park,,,,22602,2015,april,2062
7549,Galewood-Mont Clare,,,,11238,2015,april,916
7550,Garfield Ridge,,,,65412,2015,april,5855
7551,Greater Grand Crossing,,,,27683,2015,april,2508
7552,Hall,,,,20255,2015,april,1631
7553,Harold Washington Library Center,,,,694528,2015,april,58951
7554,Hegewisch,,,,31759,2015,april,2598
7555,Humboldt Park,,,,76278,2015,april,6522
7556,Independence,,,,70943,2015,april,7599
7557,Jefferson Park,,,,95066,2015,april,8178
7558,Jeffery Manor,,,,11663,2015,april,908
7559,Kelly,,,,12921,2015,april,1189
7560,King,,,,33625,2015,april,2952
7561,Legler Regional,,,,15884,2015,april,1344
7562,Lincoln Belmont,,,,151626,2015,april,12915
7563,Lincoln Park,,,,104515,2015,april,9204
7564,Little Village,,,,78186,2015,april,7316
7565,Logan Square,,,,127480,2015,april,11215
7566,Lozano,,,,62690,2015,april,5601
7567,Manning,,,,33295,2015,april,2578
7568,Mayfair,,,,54234,2015,april,4694
7569,McKinley Park,,,,72635,2015,april,6490
7570,Merlo,,,,91474,2015,april,8081
7571,Mount Greenwood,,,,73506,2015,april,5454
7572,Near North,,,,110292,2015,april,8882
7573,North Austin,,,,21804,2015,april,1812
7574,North Pulaski,,,,44186,2015,april,3685
7575,Northtown,,,,108104,2015,april,8767
7576,Oriole Park,,,,87674,2015,april,7693
7577,Portage-Cragin,,,,83419,2015,april,7479
7578,Pullman,,,,17280,2015,april,1404
7579,Roden,,,,70980,2015,april,5822
7580,Rogers Park,,,,129316,2015,april,10776
7581,Roosevelt,,,,64809,2015,april,5252
7582,Scottsdale,,,,40221,2015,april,3554
7583,Sherman Park,,,,11559,2015,april,1071
7584,South Chicago,,,,34270,2015,april,2952
7585,South Shore,,,,41383,2015,april,3060
7586,Sulzer Regional,,,,454520,2015,april,37415
7587,Thurgood Marshall,,,,32661,2015,april,2961
7588,Toman,,,,78780,2015,april,7469
7589,Uptown,,,,87694,2015,april,7094
7590,Vodak-East Side,,,,51649,2015,april,4267
7591,Walker,,,,26952,2015,april,2383
7592,Water Works,,,,37918,2015,april,3028
7593,West Belmont,,,,85968,2015,april,7609
7594,West Chicago Avenue,,,,17285,2015,april,1504
7595,West Englewood,,,,20104,2015,april,1896
7596,West Lawn,,,,67124,2015,april,5857
7597,West Pullman,,,,27604,2015,april,2528
7598,West Town,,,,82789,2015,april,6984
7599,"Whitney M. Young, Jr.",,,,27729,2015,april,2196
7600,Woodson Regional,,,,91916,2015,april,7062
7601,Wrightwood-Ashburn,,,,31962,2015,april,2905
7605,Albany Park,5150 N. Kimball Ave.,Chicago,60625.0,50484,2014,april,40
7606,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,8509,2014,april,611
7607,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,85217,2014,april,8059
7608,Austin,5615 W. Race Ave.,Chicago,60644.0,23394,2014,april,2014
7609,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,128656,2014,april,11294
7610,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,56819,2014,april,4573
7611,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,53777,2014,april,4544
7612,Beverly,1962 W. 95th St.,Chicago,60643.0,67760,2014,april,6222
7613,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,133194,2014,april,11312
7614,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,112996,2014,april,10083
7615,Brainerd,1350 W. 89th St.,Chicago,60620.0,15377,2014,april,1073
7616,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,70790,2014,april,6938
7617,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,125727,2014,april,10815
7618,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,134406,2014,april,11634
7619,Canaryville,642 W. 43rd St.,Chicago,60609.0,28673,2014,april,2224
7620,Chicago Bee,3647 S. State St.,Chicago,60609.0,19872,2014,april,1616
7621,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,54607,2014,april,5465
7622,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,104026,2014,april,9349
7623,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,50054,2014,april,4111
7624,Coleman,731 E. 63rd St.,Chicago,60637.0,40207,2014,april,3318
7625,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,84264,2014,april,7838
7626,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,52533,2014,april,4395
7627,Douglass,3353 W. 13th St.,Chicago,60623.0,22865,2014,april,2060
7628,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,74067,2014,april,6296
7629,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,107462,2014,april,9017
7630,Edgewater,1210 W. Elmdale Ave.,Chicago,60660.0,194415,2014,april,16809
7631,Gage Park,2807 W. 55th St.,Chicago,60632.0,24471,2014,april,2583
7632,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,10848,2014,april,960
7633,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,69786,2014,april,6515
7634,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,33138,2014,april,2845
7635,Hall,4801 S. Michigan Ave.,Chicago,60615.0,24974,2014,april,2182
7636,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,755189,2014,april,66768
7637,Hegewisch,3048 E. 130th St.,Chicago,60633.0,35545,2014,april,3206
7638,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,76142,2014,april,6112
7639,Independence,3548 W. Irving Park Rd.,Chicago,60618.0,95965,2014,april,8421
7640,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,99639,2014,april,8212
7641,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,14421,2014,april,1292
7642,Kelly,6151 S. Normal Boulevard,Chicago,60621.0,14163,2014,april,1285
7643,King,3436 S. King Dr.,Chicago,60616.0,36725,2014,april,3131
7644,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,18396,2014,april,1627
7645,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,164597,2014,april,14155
7646,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,113381,2014,april,9720
7647,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,89523,2014,april,8330
7648,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,132692,2014,april,11267
7649,Lozano,1805 S. Loomis St.,Chicago,60608.0,68087,2014,april,6770
7650,Manning,6 S. Hoyne Ave.,Chicago,60612.0,33834,2014,april,2740
7651,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,68141,2014,april,6626
7652,McKinley Park,1915 W. 35th St.,Chicago,60609.0,81179,2014,april,7651
7653,Merlo,644 W. Belmont Ave.,Chicago,60657.0,99051,2014,april,8611
7654,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,77568,2014,april,7031
7655,Near North,310 W. Division St.,Chicago,60610.0,118941,2014,april,10304
7656,North Austin,5724 W. North Ave.,Chicago,60639.0,24046,2014,april,2054
7657,North Pulaski,4300 W. North Ave.,Chicago,60639.0,46920,2014,april,5179
7658,Northtown,6435 N. California Ave.,Chicago,60645.0,118786,2014,april,10294
7659,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,93258,2014,april,8710
7660,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,90457,2014,april,7858
7661,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,21773,2014,april,1937
7662,Roden,6083 N. Northwest Highway,Chicago,60631.0,68912,2014,april,5992
7663,Rogers Park,6907 N. Clark St.,Chicago,60626.0,136193,2014,april,12520
7664,Roosevelt,1101 W. Taylor St.,Chicago,60607.0,71714,2014,april,6328
7665,Scottsdale,4101 W. 79th St.,Chicago,60652.0,46698,2014,april,4037
7666,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,13035,2014,april,1261
7667,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,40343,2014,april,3879
7668,South Shore,2505 E. 73rd St.,Chicago,60649.0,47425,2014,april,4088
7669,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,490667,2014,april,42385
7670,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,35971,2014,april,3035
7671,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,86599,2014,april,7939
7672,Uptown,929 W. Buena Ave.,Chicago,60613.0,88574,2014,april,7159
7673,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,52719,2014,april,4616
7674,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,30576,2014,april,2597
7675,Water Works,163 E. Pearson St.,Chicago,60611.0,38887,2014,april,3443
7676,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,93990,2014,april,8262
7677,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,20629,2014,april,1980
7678,West Englewood,1745 W. 63rd St.,Chicago,60636.0,22214,2014,april,1852
7679,West Lawn,4020 W. 63rd St.,Chicago,60629.0,72153,2014,april,6924
7680,West Pullman,830 W. 119th St.,Chicago,60643.0,30407,2014,april,2488
7681,West Town,1625 W. Chicago Ave.,Chicago,60622.0,92772,2014,april,7926
7682,"Whitney M. Young, Jr.",7901 S. King Dr.,Chicago,60619.0,31993,2014,april,3257
7683,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,105925,2014,april,9424
7684,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,36329,2014,april,2945
7688,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,10541,2021,april,803
7689,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,61634,2021,april,4864
7690,Avalon,8148 S. Stony Island Ave.,Chicago,60617.0,16003,2021,april,1264
7691,Brainerd,1350 W. 89th St.,Chicago,60620.0,3321,2021,april,60
7692,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,54673,2021,april,4339
7693,Little Italy,1336 W. Taylor St.,Chicago,60607.0,47793,2021,april,3465
7694,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,76668,2021,april,6451
7695,Kelly,6151 S. Normal Blvd.,Chicago,60621.0,4334,2021,april,270
7696,Edgewater,6000 N. Broadway St.,Chicago,60660.0,127737,2021,april,10500
7697,Near North,310 W. Division St.,Chicago,60610.0,82376,2021,april,7329
7698,Canaryville,642 W. 43rd St.,Chicago,60609.0,4887,2021,april,0
7699,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,26402,2021,april,3708
7700,Manning,6 S. Hoyne Ave.,Chicago,60612.0,1875,2021,april,0
7701,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,38450,2021,april,3430
7702,"Whitney M. Young, Jr.",415 E. 79th St.,Chicago,60619.0,8142,2021,april,611
7703,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,4865,2021,april,398
7705,Scottsdale,4101 W. 79th St.,Chicago,60652.0,13093,2021,april,1091
7706,Altgeld,955 E. 131st St.,Chicago,60827.0,1934,2021,april,173
7707,West Lawn,4020 W. 63rd St.,Chicago,60629.0,7035,2021,april,1243
7708,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,12416,2021,april,1006
7709,Rogers Park,6907 N. Clark St.,Chicago,60626.0,70194,2021,april,6489
7710,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,33727,2021,april,2500
7711,King,3436 S. King Dr.,Chicago,60616.0,12704,2021,april,900
7712,Water Works,163 E. Pearson St.,Chicago,60611.0,10200,2021,april,0
7713,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,16283,2021,april,1499
7714,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,36649,2021,april,2867
7715,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,260163,2021,april,23702
7716,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,80757,2021,april,6582
7717,North Austin,5724 W. North Ave.,Chicago,60639.0,6941,2021,april,523
7718,West Town,1625 W. Chicago Ave.,Chicago,60622.0,45464,2021,april,3508
7719,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,69886,2021,april,5800
7720,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,114599,2021,april,9269
7721,West Englewood,1745 W. 63rd St.,Chicago,60636.0,3896,2021,april,318
7722,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,26320,2021,april,1791
7723,Hegewisch,3048 E. 130th St.,Chicago,60633.0,11515,2021,april,960
7724,Independence,4024 N. Elston Ave.,Chicago,60618.0,69547,2021,april,5474
7725,Lozano,1805 S. Loomis St.,Chicago,60608.0,25108,2021,april,1829
7726,South Shore,2505 E. 73rd St.,Chicago,60649.0,32150,2021,april,902
7727,Chinatown,2100 S. Wentworth Ave.,Chicago,60616.0,54354,2021,april,3597
7728,Douglass,3353 W. 13th St.,Chicago,60623.0,4852,2021,april,318
7729,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,105294,2021,april,8373
7730,Roden,6083 N. Northwest Hwy.,Chicago,60631.0,52091,2021,april,3523
7731,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,0,2021,april,0
7732,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,35555,2021,april,2727
7733,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,89707,2021,april,7504
7734,North Pulaski,4300 W. North Ave.,Chicago,60639.0,18393,2021,april,720
7735,McKinley Park,1915 W. 35th St.,Chicago,60609.0,37408,2021,april,2222
7737,West Pullman,830 W. 119th St.,Chicago,60643.0,7361,2021,april,539
7738,Beverly,1962 W. 95th St.,Chicago,60643.0,35849,2021,april,2782
7739,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,5226,2021,april,420
7740,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,23670,2021,april,1766
7741,Austin,5615 W. Race Ave.,Chicago,60644.0,7108,2021,april,549
7742,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,7287,2021,april,486
7743,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,55453,2021,april,4174
7744,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,30188,2021,april,2457
7745,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,7885,2021,april,605
7746,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,20184,2021,april,1517
7747,Merlo,644 W. Belmont Ave.,Chicago,60657.0,91433,2021,april,8022
7748,Uptown,929 W. Buena Ave.,Chicago,60613.0,67461,2021,april,5047
7749,Chicago Lawn,6120 S. Kedzie Ave.,Chicago,60629.0,17555,2021,april,1184
7750,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,271811,2021,april,21220
7751,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,14957,2021,april,1471
7752,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,2684,2021,april,111
7753,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,15767,2021,april,1157
7754,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,129149,2021,april,10740
7755,Gage Park,2807 W. 55th St.,Chicago,60632.0,2773,2021,april,0
7756,Northtown,6800 N. Western Ave.,Chicago,60645.0,106764,2021,april,8881
