branch	address	city	zip code	ytd	year	month	circulation	date
Chicago Bee				12740	2017	april	825	2017-04-01
South Chicago				24980	2017	april	2043	2017-04-01
Bezazian				102832	2017	april	8705	2017-04-01
South Shore				30527	2017	april	2013	2017-04-01
Austin				12015	2017	april	1307	2017-04-01
Canaryville				23027	2017	april	1930	2017-04-01
Avalon				45981	2017	april	3993	2017-04-01
Jeffery Manor				9057	2017	april	740	2017-04-01
Daley, Richard M. - W Humboldt				31597	2017	april	2732	2017-04-01
West Town				69661	2017	april	5496	2017-04-01
Beverly				72769	2017	april	5603	2017-04-01
Mount Greenwood				64963	2017	april	5052	2017-04-01
Humboldt Park				63037	2017	april	5154	2017-04-01
Dunning				58392	2017	april	4811	2017-04-01
Lincoln Park				117833	2017	april	9273	2017-04-01
Bucktown-Wicker Park				117212	2017	april	9005	2017-04-01
Back of the Yards				31124	2017	april	2739	2017-04-01
Thurgood Marshall				27162	2017	april	2541	2017-04-01
Kelly				11160	2017	april	774	2017-04-01
Independence				0	2017	april	0	2017-04-01
Mayfair				56550	2017	april	4335	2017-04-01
Hall				15017	2017	april	1159	2017-04-01
Manning				29033	2017	april	2429	2017-04-01
Galewood-Mont Clare				12110	2017	april	951	2017-04-01
Woodson Regional				0	2017	april	0	2017-04-01
Logan Square				129314	2017	april	9932	2017-04-01
Greater Grand Crossing				23192	2017	april	1807	2017-04-01
Edgewater				182962	2017	april	13701	2017-04-01
Hegewisch				25300	2017	april	2173	2017-04-01
West Pullman				29836	2017	april	2656	2017-04-01
West Englewood				16943	2017	april	1208	2017-04-01
Blackstone				96778	2017	april	8478	2017-04-01
Lozano				56669	2017	april	5534	2017-04-01
Albany Park				121534	2017	april	9983	2017-04-01
Gage Park				19172	2017	april	1614	2017-04-01
Archer Heights				68197	2017	april	5802	2017-04-01
Jefferson Park				86449	2017	april	6938	2017-04-01
Edgebrook				101906	2017	april	7734	2017-04-01
Near North				110921	2017	april	8486	2017-04-01
Scottsdale				32880	2017	april	2807	2017-04-01
Portage-Cragin				89744	2017	april	7441	2017-04-01
Walker				21509	2017	april	1757	2017-04-01
Brainerd				12425	2017	april	872	2017-04-01
Clearing				37950	2017	april	3316	2017-04-01
Little Village				61242	2017	april	5210	2017-04-01
Sulzer Regional				403323	2017	april	34055	2017-04-01
Roosevelt				58366	2017	april	5117	2017-04-01
McKinley Park				68579	2017	april	5874	2017-04-01
West Chicago Avenue	4856 W. Chicago Ave.	Chicago	60651.0	4609	2022	april	283	2022-04-01
Whitney M. Young, Jr.	415 E. 79th St.	Chicago	60619.0	8041	2022	april	651	2022-04-01
Woodson Regional	9525 S. Halsted St.	Chicago	60628.0	25002	2022	april	2429	2022-04-01
Beverly	1962 W. 95th St.	Chicago	60643.0	26961	2022	april	0	2022-04-01
Archer Heights	5055 S. Archer Ave.	Chicago	60632.0	27343	2022	april	2690	2022-04-01
Manning	6 S. Hoyne Ave.	Chicago	60612.0	11869	2022	april	924	2022-04-01
Blackstone	4904 S. Lake Park Ave.	Chicago	60615.0	81017	2022	april	7355	2022-04-01
Portage-Cragin	5108 W. Belmont Ave.	Chicago	60641.0	41531	2022	april	3581	2022-04-01
West Belmont	3104 N. Narragansett Ave.	Chicago	60634.0	35914	2022	april	2979	2022-04-01
Avalon	8148 S. Stony Island Ave.	Chicago	60617.0	15567	2022	april	1457	2022-04-01
Edgewater	6000 N. Broadway St.	Chicago	60660.0	124239	2022	april	10747	2022-04-01
South Shore	2505 E. 73rd St.	Chicago	60649.0	10647	2022	april	953	2022-04-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	6453	2022	april	392	2022-04-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	7510	2022	april	600	2022-04-01
Back of the Yards	2111 W. 47th St.	Chicago	60609.0	12242	2022	april	1244	2022-04-01
Vodak-East Side	3710 E. 106th St.	Chicago	60617.0	19893	2022	april	1465	2022-04-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	30562	2022	april	2450	2022-04-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	40511	2022	april	3378	2022-04-01
West Pullman	830 W. 119th St.	Chicago	60643.0	8454	2022	april	817	2022-04-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	59621	2022	april	5447	2022-04-01
Sherman Park	5440 S. Racine Ave.	Chicago	60609.0	2857	2022	april	235	2022-04-01
Altgeld	955 E. 131st St.	Chicago	60827.0	2641	2022	april	289	2022-04-01
North Austin	5724 W. North Ave.	Chicago	60639.0	6732	2022	april	537	2022-04-01
Little Village	2311 S. Kedzie Ave.	Chicago	60623.0	17465	2022	april	1730	2022-04-01
Near North	310 W. Division St.	Chicago	60610.0	46760	2022	april	0	2022-04-01
Water Works	163 E. Pearson St.	Chicago	60611.0	38310	2022	april	3719	2022-04-01
Uptown	929 W. Buena Ave.	Chicago	60613.0	54707	2022	april	4648	2022-04-01
Bucktown-Wicker Park	1701 N. Milwaukee Ave.	Chicago	60647.0	98867	2022	april	8530	2022-04-01
Jeffery Manor	2401 E. 100th St.	Chicago	60617.0	5335	2022	april	401	2022-04-01
Albany Park	3401 W. Foster Ave.	Chicago	60625.0	64486	2022	april	5671	2022-04-01
West Englewood	1745 W. 63rd St.	Chicago	60636.0	4576	2022	april	525	2022-04-01
Northtown	6800 N. Western Ave.	Chicago	60645.0	101188	2022	april	8586	2022-04-01
West Lawn	4020 W. 63rd St.	Chicago	60629.0	20225	2022	april	2033	2022-04-01
King	3436 S. King Dr.	Chicago	60616.0	11940	2022	april	964	2022-04-01
Daley, Richard M. - W Humboldt	733 N. Kedzie Ave.	Chicago	60612.0	14820	2022	april	1306	2022-04-01
Lozano	1805 S. Loomis St.	Chicago	60608.0	25002	2022	april	2248	2022-04-01
Merlo	644 W. Belmont Ave.	Chicago	60657.0	106736	2022	april	8889	2022-04-01
Little Italy	1336 W. Taylor St.	Chicago	60607.0	45000	2022	april	3953	2022-04-01
Canaryville	642 W. 43rd St.	Chicago	60609.0	8998	2022	april	1356	2022-04-01
Independence	4024 N. Elston Ave.	Chicago	60618.0	73846	2022	april	6155	2022-04-01
Austin	5615 W. Race Ave.	Chicago	60644.0	7589	2022	april	644	2022-04-01
Scottsdale	4101 W. 79th St.	Chicago	60652.0	15151	2022	april	1465	2022-04-01
Lincoln Belmont	1659 W. Melrose St.	Chicago	60657.0	104173	2022	april	8660	2022-04-01
Walker	11071 S. Hoyne Ave.	Chicago	60643.0	16002	2022	april	2123	2022-04-01
North Pulaski	4300 W. North Ave.	Chicago	60639.0	12675	2022	april	1243	2022-04-01
Logan Square	3030 W. Fullerton Ave.	Chicago	60647.0	116319	2022	april	9720	2022-04-01
Austin-Irving	6100 W. Irving Park Rd.	Chicago	60634.0	63482	2022	april	5604	2022-04-01
Pullman	11001 S. Indiana Ave.	Chicago	60628.0	4118	2022	april	325	2022-04-01
Wrightwood-Ashburn	8530 S. Kedzie Ave.	Chicago	60652.0	8850	2022	april	1114	2022-04-01
Budlong Woods	5630 N. Lincoln Ave.	Chicago	60659.0	72049	2022	april	5991	2022-04-01
Chicago Lawn	6120 S. Kedzie Ave.	Chicago	60629.0	16433	2022	april	1682	2022-04-01
Coleman	731 E. 63rd St.	Chicago	60637.0	11059	2022	april	919	2022-04-01
Humboldt Park	1605 N. Troy St.	Chicago	60647.0	41675	2022	april	3255	2022-04-01
Douglass	3353 W. 13th St.	Chicago	60623.0	4250	2022	april	517	2022-04-01
Clearing	6423 W. 63rd Pl.	Chicago	60638.0	21980	2022	april	1846	2022-04-01
Edgebrook	5331 W. Devon Ave.	Chicago	60646.0	79259	2022	april	6602	2022-04-01
Roden	6083 N. Northwest Hwy.	Chicago	60631.0	55614	2022	april	4931	2022-04-01
Harold Washington Library Center	400 S. State St.	Chicago	60605.0	273406	2022	april	23657	2022-04-01
Oriole Park	7454 W. Balmoral Ave.	Chicago	60656.0	60991	2022	april	5444	2022-04-01
Garfield Ridge	6348 S. Archer Ave.	Chicago	60638.0	36368	2022	april	2957	2022-04-01
Gage Park	2807 W. 55th St.	Chicago	60632.0	7493	2022	april	608	2022-04-01
Hegewisch	3048 E. 130th St.	Chicago	60633.0	9734	2022	april	973	2022-04-01
Lincoln Park	1150 W. Fullerton Ave.	Chicago	60614.0	142413	2022	april	13180	2022-04-01
Greater Grand Crossing	1000 E. 73rd St.	Chicago	60619.0	6186	2022	april	608	2022-04-01
McKinley Park	1915 W. 35th St.	Chicago	60609.0	37881	2022	april	3463	2022-04-01
Daley, Richard J. - Bridgeport	3400 S. Halsted St.	Chicago	60608.0	25307	2022	april	7	2022-04-01
West Loop	122 N. Aberdeen St.	Chicago	60607.0	52688	2022	april	4557	2022-04-01
Bezazian	1226 W. Ainslie St.	Chicago	60640.0	76814	2022	april	6456	2022-04-01
Toman	2708 S. Pulaski Rd.	Chicago	60623.0	23735	2022	april	2209	2022-04-01
Thurgood Marshall	7506 S. Racine Ave.	Chicago	60620.0	8920	2022	april	779	2022-04-01
Sulzer Regional	4455 N. Lincoln Ave.	Chicago	60625.0	301340	2022	april	25578	2022-04-01
Rogers Park	6907 N. Clark St.	Chicago	60626.0	77588	2022	april	6847	2022-04-01
Galewood-Mont Clare	6871 W. Belden Ave.	Chicago	60707.0	0	2022	april	0	2022-04-01
Kelly	6151 S. Normal Blvd.	Chicago	60621.0	5141	2022	april	287	2022-04-01
West Town	1625 W. Chicago Ave.	Chicago	60622.0	53459	2022	april	4450	2022-04-01
Mount Greenwood	11010 S. Kedzie Ave.	Chicago	60655.0	46056	2022	april	4244	2022-04-01
Chinatown	2100 S. Wentworth Ave.	Chicago	60616.0	58539	2022	april	5343	2022-04-01
Brainerd	1350 W. 89th St.	Chicago	60620.0	3899	2022	april	386	2022-04-01
Brighton Park	4314 S. Archer Ave.	Chicago	60632.0	17940	2022	april	1705	2022-04-01
South Chicago	9055 S. Houston Ave.	Chicago	60617.0	8324	2022	april	775	2022-04-01
Chicago Bee	3647 S. State St.	Chicago	60609.0	9095	2022	april	803	2022-04-01
Albany Park				111168	2018	april	8660	2018-04-01
Altgeld				4469	2018	april	274	2018-04-01
Archer Heights				62312	2018	april	5184	2018-04-01
Austin				11569	2018	april	1059	2018-04-01
Austin-Irving				108252	2018	april	8948	2018-04-01
Avalon				39384	2018	april	3111	2018-04-01
Back of the Yards				26707	2018	april	1942	2018-04-01
Beverly				54985	2018	april	4032	2018-04-01
Bezazian				99716	2018	april	8120	2018-04-01
Blackstone				98515	2018	april	5956	2018-04-01
Brainerd				9849	2018	april	855	2018-04-01
Brighton Park				55383	2018	april	4526	2018-04-01
Bucktown-Wicker Park				110244	2018	april	9101	2018-04-01
Budlong Woods				97197	2018	april	7251	2018-04-01
Canaryville				23079	2018	april	1985	2018-04-01
Chicago Bee				1190	2018	april	0	2018-04-01
Chicago Lawn				36537	2018	april	2962	2018-04-01
Chinatown				114777	2018	april	9761	2018-04-01
Clearing				33426	2018	april	2652	2018-04-01
Coleman				29584	2018	april	2763	2018-04-01
Daley, Richard J. - Bridgeport				59826	2018	april	5391	2018-04-01
Daley, Richard M. - W Humboldt				34098	2018	april	2826	2018-04-01
Douglass				10456	2018	april	1147	2018-04-01
Dunning				53934	2018	april	4465	2018-04-01
Edgebrook				99023	2018	april	7689	2018-04-01
Edgewater				175094	2018	april	14126	2018-04-01
Gage Park				15670	2018	april	1528	2018-04-01
Galewood-Mont Clare				11112	2018	april	989	2018-04-01
Garfield Ridge				61290	2018	april	5375	2018-04-01
Greater Grand Crossing				20689	2018	april	1778	2018-04-01
Hall				17906	2018	april	1645	2018-04-01
Harold Washington Library Center				614313	2018	april	52077	2018-04-01
Hegewisch				20847	2018	april	1813	2018-04-01
Humboldt Park				59289	2018	april	4607	2018-04-01
Independence				4	2018	april	0	2018-04-01
Jefferson Park				85709	2018	april	6821	2018-04-01
Jeffery Manor				8857	2018	april	730	2018-04-01
Kelly				6489	2018	april	0	2018-04-01
King				27549	2018	april	2393	2018-04-01
Legler Regional				12228	2018	april	1026	2018-04-01
Lincoln Belmont				152272	2018	april	12807	2018-04-01
Lincoln Park				117208	2018	april	9577	2018-04-01
Little Village				49496	2018	april	3957	2018-04-01
Logan Square				133666	2018	april	10871	2018-04-01
Lozano				44697	2018	april	4074	2018-04-01
Manning				22749	2018	april	2407	2018-04-01
Mayfair				53062	2018	april	4112	2018-04-01
McKinley Park				67682	2018	april	5535	2018-04-01
Merlo				95983	2018	april	7932	2018-04-01
Mount Greenwood				63331	2018	april	5019	2018-04-01
Near North				106549	2018	april	8700	2018-04-01
North Austin				6518	2018	april	0	2018-04-01
North Pulaski				32944	2018	april	2514	2018-04-01
Northtown				84462	2018	april	7422	2018-04-01
Oriole Park				69652	2018	april	6106	2018-04-01
Portage-Cragin				80258	2018	april	6321	2018-04-01
Pullman				12608	2018	april	1027	2018-04-01
Roden				69745	2018	april	5797	2018-04-01
Rogers Park				123757	2018	april	10376	2018-04-01
Roosevelt				53367	2018	april	4987	2018-04-01
Scottsdale				26203	2018	april	2408	2018-04-01
Sherman Park				8491	2018	april	579	2018-04-01
South Chicago				21306	2018	april	1802	2018-04-01
South Shore				32724	2018	april	2680	2018-04-01
Sulzer Regional				379533	2018	april	32271	2018-04-01
Thurgood Marshall				20328	2018	april	1765	2018-04-01
Toman				59450	2018	april	5200	2018-04-01
Uptown				79570	2018	april	7031	2018-04-01
Vodak-East Side				35364	2018	april	2914	2018-04-01
Walker				19737	2018	april	1870	2018-04-01
Water Works				50245	2018	april	4268	2018-04-01
West Belmont				64530	2018	april	6196	2018-04-01
West Chicago Avenue				11928	2018	april	1039	2018-04-01
West Englewood				15715	2018	april	1427	2018-04-01
West Lawn				40031	2018	april	3415	2018-04-01
West Pullman				20801	2018	april	2054	2018-04-01
West Town				61054	2018	april	5634	2018-04-01
Whitney M. Young, Jr.				4	2018	april	0	2018-04-01
Woodson Regional				58920	2018	april	5892	2018-04-01
Wrightwood-Ashburn				20573	2018	april	1567	2018-04-01
Albany Park	3401 W. Foster Ave.	Chicago	60625.0	93009	2019	april	7414	2019-04-01
Altgeld	13281 S. Corliss Ave.	Chicago	60827.0	4014	2019	april	270	2019-04-01
Archer Heights	5055 S. Archer Ave.	Chicago	60632.0	58025	2019	april	5349	2019-04-01
Austin	5615 W. Race Ave.	Chicago	60644.0	11328	2019	april	736	2019-04-01
Austin-Irving	6100 W. Irving Park Rd.	Chicago	60634.0	119100	2019	april	10541	2019-04-01
Avalon	8148 S. Stony Island Ave.	Chicago	60617.0	36480	2019	april	3152	2019-04-01
Back of the Yards	2111 W. 47th St.	Chicago	60609.0	24465	2019	april	2593	2019-04-01
Beverly	1962 W. 95th St.	Chicago	60643.0	49151	2019	april	3974	2019-04-01
Bezazian	1226 W. Ainslie St.	Chicago	60640.0	98356	2019	april	8151	2019-04-01
Blackstone	4904 S. Lake Park Ave.	Chicago	60615.0	99833	2019	april	8088	2019-04-01
Brainerd	1350 W. 89th St.	Chicago	60620.0	9204	2019	april	837	2019-04-01
Brighton Park	4314 S. Archer Ave.	Chicago	60632.0	45008	2019	april	3668	2019-04-01
Bucktown-Wicker Park	1701 N. Milwaukee Ave.	Chicago	60647.0	109420	2019	april	8341	2019-04-01
Budlong Woods	5630 N. Lincoln Ave.	Chicago	60659.0	95599	2019	april	8191	2019-04-01
Canaryville	642 W. 43rd St.	Chicago	60609.0	20111	2019	april	1527	2019-04-01
Chicago Bee	3647 S. State St.	Chicago	60609.0	10925	2019	april	731	2019-04-01
Chicago Lawn	6120 S. Kedzie Ave.	Chicago	60629.0	28646	2019	april	3005	2019-04-01
Chinatown	2100 S. Wentworth Ave.	Chicago	60616.0	97309	2019	april	8221	2019-04-01
Clearing	6423 W. 63rd Pl.	Chicago	60638.0	27959	2019	april	2565	2019-04-01
Coleman	731 E. 63rd St.	Chicago	60637.0	23206	2019	april	2464	2019-04-01
Daley, Richard J. - Bridgeport	3400 S. Halsted St.	Chicago	60608.0	61689	2019	april	5508	2019-04-01
Daley, Richard M. - W Humboldt	733 N. Kedzie Ave.	Chicago	60612.0	31014	2019	april	2525	2019-04-01
Douglass	3353 W. 13th St.	Chicago	60623.0	1250	2019	april	0	2019-04-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	48246	2019	april	4329	2019-04-01
Edgebrook	5331 W. Devon Ave.	Chicago	60646.0	104803	2019	april	8587	2019-04-01
Edgewater	6000 N. Broadway St.	Chicago	60660.0	171399	2019	april	14545	2019-04-01
Gage Park	2807 W. 55th St.	Chicago	60632.0	14102	2019	april	1055	2019-04-01
Galewood-Mont Clare	6871 W. Belden Ave.	Chicago	60707.0	9156	2019	april	760	2019-04-01
Garfield Ridge	6348 S. Archer Ave.	Chicago	60638.0	53187	2019	april	4517	2019-04-01
Greater Grand Crossing	1000 E. 73rd St.	Chicago	60619.0	17264	2019	april	1267	2019-04-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	16185	2019	april	1207	2019-04-01
Harold Washington Library Center	400 S. State St.	Chicago	60605.0	581151	2019	april	49554	2019-04-01
Hegewisch	3048 E. 130th St.	Chicago	60633.0	19052	2019	april	1509	2019-04-01
Humboldt Park	1605 N. Troy St.	Chicago	60647.0	56569	2019	april	4966	2019-04-01
Independence	4024 N. Elston Ave.	Chicago	60618.0	88455	2019	april	7706	2019-04-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	11806	2019	april	0	2019-04-01
Jeffery Manor	2401 E. 100th St.	Chicago	60617.0	8774	2019	april	659	2019-04-01
Kelly	6151 S. Normal Blvd.	Chicago	60621.0	11116	2019	april	847	2019-04-01
King	3436 S. King Dr.	Chicago	60616.0	21311	2019	april	1679	2019-04-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	8572	2019	april	723	2019-04-01
Lincoln Belmont	1659 W. Melrose St.	Chicago	60657.0	168646	2019	april	14150	2019-04-01
Lincoln Park	1150 W. Fullerton Ave.	Chicago	60614.0	133337	2019	april	10534	2019-04-01
Little Italy	1336 W. Taylor St.	Chicago	60607.0	62281	2019	april	5485	2019-04-01
Little Village	2311 S. Kedzie Ave.	Chicago	60623.0	39280	2019	april	3732	2019-04-01
Logan Square	3030 W. Fullerton Ave.	Chicago	60647.0	131945	2019	april	10770	2019-04-01
Lozano	1805 S. Loomis St.	Chicago	60608.0	42111	2019	april	3237	2019-04-01
Manning	6 S. Hoyne Ave.	Chicago	60612.0	22218	2019	april	1898	2019-04-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	46902	2019	april	3935	2019-04-01
McKinley Park	1915 W. 35th St.	Chicago	60609.0	57882	2019	april	5260	2019-04-01
Merlo	644 W. Belmont Ave.	Chicago	60657.0	14637	2019	april	0	2019-04-01
Mount Greenwood	11010 S. Kedzie Ave.	Chicago	60655.0	57050	2019	april	4624	2019-04-01
Near North	310 W. Division St.	Chicago	60610.0	102226	2019	april	8367	2019-04-01
North Austin	5724 W. North Ave.	Chicago	60639.0	12466	2019	april	995	2019-04-01
North Pulaski	4300 W. North Ave.	Chicago	60639.0	27230	2019	april	2677	2019-04-01
Northtown	6800 N. Western Ave.	Chicago	60645.0	106944	2019	april	10129	2019-04-01
Oriole Park	7454 W. Balmoral Ave.	Chicago	60656.0	65208	2019	april	5583	2019-04-01
Portage-Cragin	5108 W. Belmont Ave.	Chicago	60641.0	52633	2019	april	2688	2019-04-01
Pullman	11001 S. Indiana Ave.	Chicago	60628.0	12506	2019	april	1013	2019-04-01
Roden	6083 N. Northwest Hwy.	Chicago	60631.0	72925	2019	april	6455	2019-04-01
Rogers Park	6907 N. Clark St.	Chicago	60626.0	112965	2019	april	9532	2019-04-01
Scottsdale	4101 W. 79th St.	Chicago	60652.0	21923	2019	april	2016	2019-04-01
Sherman Park	5440 S. Racine Ave.	Chicago	60609.0	7004	2019	april	595	2019-04-01
South Chicago	9055 S. Houston Ave.	Chicago	60617.0	18699	2019	april	1677	2019-04-01
South Shore	2505 E. 73rd St.	Chicago	60649.0	2571	2019	april	0	2019-04-01
Sulzer Regional	4455 N. Lincoln Ave.	Chicago	60625.0	369530	2019	april	30611	2019-04-01
Thurgood Marshall	7506 S. Racine Ave.	Chicago	60620.0	21139	2019	april	1753	2019-04-01
Toman	2708 S. Pulaski Rd.	Chicago	60623.0	50027	2019	april	4473	2019-04-01
Uptown	929 W. Buena Ave.	Chicago	60613.0	90869	2019	april	7704	2019-04-01
Vodak-East Side	3710 E. 106th St.	Chicago	60617.0	30031	2019	april	2581	2019-04-01
Walker	11071 S. Hoyne Ave.	Chicago	60643.0	16505	2019	april	1381	2019-04-01
Water Works	163 E. Pearson St.	Chicago	60611.0	57958	2019	april	4515	2019-04-01
West Belmont	3104 N. Narragansett Ave.	Chicago	60611.0	65853	2019	april	6818	2019-04-01
West Chicago Avenue	4856 W. Chicago Ave.	Chicago	60634.0	8812	2019	april	756	2019-04-01
West Englewood	1745 W. 63rd St.	Chicago	60651.0	13534	2019	april	1095	2019-04-01
West Lawn	4020 W. 63rd St.	Chicago	60636.0	36382	2019	april	3038	2019-04-01
West Loop	122 N. Aberdeen St.	Chicago	60607.0	59405	2019	april	4838	2019-04-01
West Pullman	830 W. 119th St.	Chicago	60643.0	17823	2019	april	1343	2019-04-01
West Town	1625 W. Chicago Ave.	Chicago	60622.0	59889	2019	april	5075	2019-04-01
Whitney M. Young, Jr.	415 E. 79th St.	Chicago	60619.0	21973	2019	april	1911	2019-04-01
Woodson Regional	9525 S. Halsted St.	Chicago	60628.0	59933	2019	april	5313	2019-04-01
Wrightwood-Ashburn	8530 S. Kedzie Ave.	Chicago	60652.0	17607	2019	april	1440	2019-04-01
Albany Park	5150 N. Kimball Ave.	Chicago	60625.0	83297	2012	april	10173	2012-04-01
Altgeld	13281 S. Corliss Ave.	Chicago	60827.0	10010	2012	april	631	2012-04-01
Archer Heights	5055 S. Archer Ave.	Chicago	60632.0	97256	2012	april	7703	2012-04-01
Austin	5615 W. Race Ave.	Chicago	60644.0	26524	2012	april	2117	2012-04-01
Austin-Irving	6100 W. Irving Park Rd.	Chicago	60634.0	157405	2012	april	12672	2012-04-01
Avalon	8148 S. Stony Island Ave. 	Chicago	60617.0	66885	2012	april	5270	2012-04-01
Beverly	1962 W. 95th St.	Chicago	60643.0	90701	2012	april	7279	2012-04-01
Bezazian	1226 W. Ainslie St.	Chicago	60640.0	177856	2012	april	14142	2012-04-01
Blackstone	4904 S. Lake Park Ave.	Chicago	60615.0	138346	2012	april	11231	2012-04-01
Brainerd	1350 W. 89th St.	Chicago	60620.0	14813	2012	april	1043	2012-04-01
Brighton Park	4314 S. Archer Ave.	Chicago	60632.0	82400	2012	april	7975	2012-04-01
Bucktown-Wicker Park	1701 N. Milwaukee Ave.	Chicago	60647.0	165941	2012	april	13543	2012-04-01
Budlong Woods	5630 N. Lincoln Ave.	Chicago	60659.0	162754	2012	april	12872	2012-04-01
Canaryville	642 W. 43rd St.	Chicago	60609.0	38771	2012	april	2951	2012-04-01
Chicago Bee	3647 S. State St.	Chicago	60609.0	17665	2012	april	1355	2012-04-01
Chicago Lawn	6120 S. Kedzie Ave. 	Chicago	60629.0	65200	2012	april	5614	2012-04-01
Chinatown	2353 S. Wentworth Ave.	Chicago	60616.0	142558	2012	april	11580	2012-04-01
Clearing	6423 W. 63rd Pl.	Chicago	60638.0	69717	2012	april	6086	2012-04-01
Coleman	731 E. 63rd St.	Chicago	60637.0	37885	2012	april	2759	2012-04-01
Daley, Richard J. - Bridgeport	3400 S. Halsted St.	Chicago	60608.0	97490	2012	april	8065	2012-04-01
Daley, Richard M. - W Humboldt	733 N. Kedzie Ave.	Chicago	60612.0	72620	2012	april	6098	2012-04-01
Douglass	3353 W. 13th St.	Chicago	60623.0	26382	2012	april	1961	2012-04-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	91703	2012	april	7604	2012-04-01
Edgebrook	5331 W. Devon Ave.	Chicago	60646.0	118511	2012	april	9254	2012-04-01
Edgewater	1210 W. Elmdale Ave.	Chicago	60660.0	15798	2012	april	1415	2012-04-01
Gage Park	2807 W. 55th St.	Chicago	60632.0	35028	2012	april	3164	2012-04-01
Galewood-Mont Clare	6871 W. Belden Ave.	Chicago	60707.0	10319	2012	april	986	2012-04-01
Garfield Ridge	6348 S. Archer Ave.	Chicago	60638.0	81344	2012	april	6416	2012-04-01
Greater Grand Crossing	1000 E. 73rd St.	Chicago	60619.0	40445	2012	april	3584	2012-04-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	30459	2012	april	2666	2012-04-01
Harold Washington Library Center	400 S. State St.	Chicago	60605.0	937649	2012	april	87689	2012-04-01
Hegewisch	3048 E. 130th St.	Chicago	60633.0	38680	2012	april	3336	2012-04-01
Humboldt Park	1605 N. Troy St.	Chicago	60647.0	15947	2012	april	1	2012-04-01
Independence	3548 W. Irving Park Rd.	Chicago	60618.0	121415	2012	april	10256	2012-04-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	115937	2012	april	9542	2012-04-01
Jeffery Manor	2401 E. 100th St.	Chicago	60617.0	17437	2012	april	1325	2012-04-01
Kelly	6151 S. Normal Boulevard	Chicago	60621.0	18651	2012	april	1393	2012-04-01
King	3436 S. King Dr.	Chicago	60616.0	40645	2012	april	3380	2012-04-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	21379	2012	april	1490	2012-04-01
Lincoln Belmont	1659 W. Melrose St.	Chicago	60657.0	194225	2012	april	15642	2012-04-01
Lincoln Park	1150 W. Fullerton Ave.	Chicago	60614.0	131883	2012	april	10310	2012-04-01
Little Village	2311 S. Kedzie Ave.	Chicago	60623.0	137397	2012	april	11930	2012-04-01
Logan Square	3030 W. Fullerton Ave.	Chicago	60647.0	166815	2012	april	13841	2012-04-01
Lozano	1805 S. Loomis St.	Chicago	60608.0	79020	2012	april	6661	2012-04-01
Manning	6 S. Hoyne Ave.	Chicago	60612.0	39005	2012	april	3299	2012-04-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	72003	2012	april	5770	2012-04-01
McKinley Park	1915 W. 35th St.	Chicago	60609.0	103679	2012	april	8877	2012-04-01
Merlo	644 W. Belmont Ave.	Chicago	60657.0	122224	2012	april	9634	2012-04-01
Mount Greenwood	11010 S. Kedzie Ave.	Chicago	60655.0	83835	2012	april	6685	2012-04-01
Near North	310 W. Division St.	Chicago	60610.0	152210	2012	april	12879	2012-04-01
North Austin	5724 W. North Ave.	Chicago	60639.0	30266	2012	april	2580	2012-04-01
North Pulaski	4300 W. North Ave.	Chicago	60639.0	69427	2012	april	5913	2012-04-01
Northtown	6435 N. California Ave.	Chicago	60645.0	145148	2012	april	11526	2012-04-01
Oriole Park	7454 W. Balmoral Ave.	Chicago	60656.0	119814	2012	april	9916	2012-04-01
Portage-Cragin	5108 W. Belmont Ave.	Chicago	60641.0	114825	2012	april	9696	2012-04-01
Pullman	11001 S. Indiana Ave.	Chicago	60628.0	25883	2012	april	1976	2012-04-01
Roden	6083 N. Northwest Highway	Chicago	60631.0	83108	2012	april	6815	2012-04-01
Rogers Park	6907 N. Clark St.	Chicago	60626.0	196863	2012	april	15886	2012-04-01
Roosevelt	1101 W. Taylor St.	Chicago	60607.0	85743	2012	april	7085	2012-04-01
Scottsdale	4101 W. 79th St.	Chicago	60652.0	54344	2012	april	4567	2012-04-01
Sherman Park	5440 S. Racine Ave.	Chicago	60609.0	20988	2012	april	1452	2012-04-01
South Chicago	9055 S. Houston Ave.	Chicago	60617.0	50846	2012	april	3962	2012-04-01
South Shore	2505 E. 73rd St.	Chicago	60649.0	51046	2012	april	3662	2012-04-01
Sulzer Regional	4455 N. Lincoln Ave.	Chicago	60625.0	615032	2012	april	52841	2012-04-01
