branch	address	city	zip code	ytd	year	month	circulation	date
Gage Park				22602	2015	june	1904	2015-06-01
Galewood-Mont Clare				11238	2015	june	1148	2015-06-01
Garfield Ridge				65412	2015	june	6020	2015-06-01
Greater Grand Crossing				27683	2015	june	2341	2015-06-01
Hall				20255	2015	june	1864	2015-06-01
Harold Washington Library Center				694528	2015	june	61035	2015-06-01
Hegewisch				31759	2015	june	2868	2015-06-01
Humboldt Park				76278	2015	june	6980	2015-06-01
Independence				70943	2015	june	7424	2015-06-01
Jefferson Park				95066	2015	june	8521	2015-06-01
Jeffery Manor				11663	2015	june	1045	2015-06-01
Kelly				12921	2015	june	1187	2015-06-01
King				33625	2015	june	3404	2015-06-01
Legler Regional				15884	2015	june	1096	2015-06-01
Lincoln Belmont				151626	2015	june	14171	2015-06-01
Lincoln Park				104515	2015	june	10083	2015-06-01
Little Village				78186	2015	june	6978	2015-06-01
Logan Square				127480	2015	june	11176	2015-06-01
Lozano				62690	2015	june	5311	2015-06-01
Manning				33295	2015	june	2704	2015-06-01
Mayfair				54234	2015	june	5068	2015-06-01
McKinley Park				72635	2015	june	6435	2015-06-01
Merlo				91474	2015	june	7904	2015-06-01
Mount Greenwood				73506	2015	june	7862	2015-06-01
Near North				110292	2015	june	9804	2015-06-01
North Austin				21804	2015	june	2036	2015-06-01
North Pulaski				44186	2015	june	3881	2015-06-01
Northtown				108104	2015	june	10013	2015-06-01
Oriole Park				87674	2015	june	7974	2015-06-01
Portage-Cragin				83419	2015	june	7688	2015-06-01
Pullman				17280	2015	june	1493	2015-06-01
Roden				70980	2015	june	6831	2015-06-01
Rogers Park				129316	2015	june	11342	2015-06-01
Roosevelt				64809	2015	june	6400	2015-06-01
Scottsdale				40221	2015	june	3751	2015-06-01
Sherman Park				11559	2015	june	1004	2015-06-01
South Chicago				34270	2015	june	2936	2015-06-01
South Shore				41383	2015	june	3979	2015-06-01
Sulzer Regional				454520	2015	june	40672	2015-06-01
Thurgood Marshall				32661	2015	june	2803	2015-06-01
Toman				78780	2015	june	7443	2015-06-01
Uptown				87694	2015	june	7555	2015-06-01
Vodak-East Side				51649	2015	june	4828	2015-06-01
Walker				26952	2015	june	2364	2015-06-01
Water Works				37918	2015	june	3450	2015-06-01
West Belmont				85968	2015	june	7805	2015-06-01
West Chicago Avenue				17285	2015	june	1395	2015-06-01
West Englewood				20104	2015	june	1752	2015-06-01
West Lawn				67124	2015	june	5685	2015-06-01
West Pullman				27604	2015	june	2284	2015-06-01
West Town				82789	2015	june	7620	2015-06-01
Whitney M. Young, Jr.				27729	2015	june	2651	2015-06-01
Woodson Regional				91916	2015	june	8028	2015-06-01
Wrightwood-Ashburn				31962	2015	june	2831	2015-06-01
Albany Park	5150 N. Kimball Ave.	Chicago	60625.0	50484	2014	june	0	2014-06-01
Altgeld	13281 S. Corliss Ave.	Chicago	60827.0	8509	2014	june	729	2014-06-01
Archer Heights	5055 S. Archer Ave.	Chicago	60632.0	85217	2014	june	6417	2014-06-01
Austin	5615 W. Race Ave.	Chicago	60644.0	23394	2014	june	2167	2014-06-01
Austin-Irving	6100 W. Irving Park Rd.	Chicago	60634.0	128656	2014	june	11213	2014-06-01
Avalon	8148 S. Stony Island Ave. 	Chicago	60617.0	56819	2014	june	5314	2014-06-01
Back of the Yards	2111 W. 47th St.	Chicago	60609.0	53777	2014	june	4813	2014-06-01
Beverly	1962 W. 95th St.	Chicago	60643.0	67760	2014	june	6032	2014-06-01
Bezazian	1226 W. Ainslie St.	Chicago	60640.0	133194	2014	june	12069	2014-06-01
Blackstone	4904 S. Lake Park Ave.	Chicago	60615.0	112996	2014	june	10510	2014-06-01
Brainerd	1350 W. 89th St.	Chicago	60620.0	15377	2014	june	1262	2014-06-01
Brighton Park	4314 S. Archer Ave.	Chicago	60632.0	70790	2014	june	5662	2014-06-01
Bucktown-Wicker Park	1701 N. Milwaukee Ave.	Chicago	60647.0	125727	2014	june	11046	2014-06-01
Budlong Woods	5630 N. Lincoln Ave.	Chicago	60659.0	134406	2014	june	12346	2014-06-01
Canaryville	642 W. 43rd St.	Chicago	60609.0	28673	2014	june	2487	2014-06-01
Chicago Bee	3647 S. State St.	Chicago	60609.0	19872	2014	june	1665	2014-06-01
Chicago Lawn	6120 S. Kedzie Ave. 	Chicago	60629.0	54607	2014	june	4665	2014-06-01
Chinatown	2353 S. Wentworth Ave.	Chicago	60616.0	104026	2014	june	9011	2014-06-01
Clearing	6423 W. 63rd Pl.	Chicago	60638.0	50054	2014	june	4544	2014-06-01
Coleman	731 E. 63rd St.	Chicago	60637.0	40207	2014	june	3176	2014-06-01
Daley, Richard J. - Bridgeport	3400 S. Halsted St.	Chicago	60608.0	84264	2014	june	7779	2014-06-01
Daley, Richard M. - W Humboldt	733 N. Kedzie Ave.	Chicago	60612.0	52533	2014	june	4426	2014-06-01
Douglass	3353 W. 13th St.	Chicago	60623.0	22865	2014	june	1945	2014-06-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	74067	2014	june	6497	2014-06-01
Edgebrook	5331 W. Devon Ave.	Chicago	60646.0	107462	2014	june	10596	2014-06-01
Edgewater	1210 W. Elmdale Ave.	Chicago	60660.0	194415	2014	june	17292	2014-06-01
Gage Park	2807 W. 55th St.	Chicago	60632.0	24471	2014	june	1971	2014-06-01
Galewood-Mont Clare	6871 W. Belden Ave.	Chicago	60707.0	10848	2014	june	857	2014-06-01
Garfield Ridge	6348 S. Archer Ave.	Chicago	60638.0	69786	2014	june	6620	2014-06-01
Greater Grand Crossing	1000 E. 73rd St.	Chicago	60619.0	33138	2014	june	2943	2014-06-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	24974	2014	june	2464	2014-06-01
Harold Washington Library Center	400 S. State St.	Chicago	60605.0	755189	2014	june	65323	2014-06-01
Hegewisch	3048 E. 130th St.	Chicago	60633.0	35545	2014	june	3046	2014-06-01
Humboldt Park	1605 N. Troy St.	Chicago	60647.0	76142	2014	june	6408	2014-06-01
Independence	3548 W. Irving Park Rd.	Chicago	60618.0	95965	2014	june	8956	2014-06-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	99639	2014	june	9414	2014-06-01
Jeffery Manor	2401 E. 100th St.	Chicago	60617.0	14421	2014	june	1184	2014-06-01
Kelly	6151 S. Normal Boulevard	Chicago	60621.0	14163	2014	june	1202	2014-06-01
King	3436 S. King Dr.	Chicago	60616.0	36725	2014	june	3109	2014-06-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	18396	2014	june	1702	2014-06-01
Lincoln Belmont	1659 W. Melrose St.	Chicago	60657.0	164597	2014	june	15496	2014-06-01
Lincoln Park	1150 W. Fullerton Ave.	Chicago	60614.0	113381	2014	june	10795	2014-06-01
Little Village	2311 S. Kedzie Ave.	Chicago	60623.0	89523	2014	june	7455	2014-06-01
Logan Square	3030 W. Fullerton Ave.	Chicago	60647.0	132692	2014	june	11551	2014-06-01
Lozano	1805 S. Loomis St.	Chicago	60608.0	68087	2014	june	5724	2014-06-01
Manning	6 S. Hoyne Ave.	Chicago	60612.0	33834	2014	june	2977	2014-06-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	68141	2014	june	6741	2014-06-01
McKinley Park	1915 W. 35th St.	Chicago	60609.0	81179	2014	june	7334	2014-06-01
Merlo	644 W. Belmont Ave.	Chicago	60657.0	99051	2014	june	8542	2014-06-01
Mount Greenwood	11010 S. Kedzie Ave.	Chicago	60655.0	77568	2014	june	7842	2014-06-01
Near North	310 W. Division St.	Chicago	60610.0	118941	2014	june	10505	2014-06-01
North Austin	5724 W. North Ave.	Chicago	60639.0	24046	2014	june	2022	2014-06-01
North Pulaski	4300 W. North Ave.	Chicago	60639.0	46920	2014	june	4371	2014-06-01
Northtown	6435 N. California Ave.	Chicago	60645.0	118786	2014	june	10717	2014-06-01
Oriole Park	7454 W. Balmoral Ave.	Chicago	60656.0	93258	2014	june	8592	2014-06-01
Portage-Cragin	5108 W. Belmont Ave.	Chicago	60641.0	90457	2014	june	7555	2014-06-01
Pullman	11001 S. Indiana Ave.	Chicago	60628.0	21773	2014	june	1770	2014-06-01
Roden	6083 N. Northwest Highway	Chicago	60631.0	68912	2014	june	6954	2014-06-01
Rogers Park	6907 N. Clark St.	Chicago	60626.0	136193	2014	june	13164	2014-06-01
Roosevelt	1101 W. Taylor St.	Chicago	60607.0	71714	2014	june	6606	2014-06-01
Scottsdale	4101 W. 79th St.	Chicago	60652.0	46698	2014	june	3685	2014-06-01
Sherman Park	5440 S. Racine Ave.	Chicago	60609.0	13035	2014	june	1356	2014-06-01
South Chicago	9055 S. Houston Ave.	Chicago	60617.0	40343	2014	june	3300	2014-06-01
South Shore	2505 E. 73rd St.	Chicago	60649.0	47425	2014	june	4399	2014-06-01
Sulzer Regional	4455 N. Lincoln Ave.	Chicago	60625.0	490667	2014	june	44758	2014-06-01
Thurgood Marshall	7506 S. Racine Ave.	Chicago	60620.0	35971	2014	june	3108	2014-06-01
Toman	2708 S. Pulaski Rd.	Chicago	60623.0	86599	2014	june	7446	2014-06-01
Uptown	929 W. Buena Ave.	Chicago	60613.0	88574	2014	june	8096	2014-06-01
Vodak-East Side	3710 E. 106th St.	Chicago	60617.0	52719	2014	june	4270	2014-06-01
Walker	11071 S. Hoyne Ave.	Chicago	60643.0	30576	2014	june	2761	2014-06-01
Water Works	163 E. Pearson St.	Chicago	60611.0	38887	2014	june	3697	2014-06-01
West Belmont	3104 N. Narragansett Ave.	Chicago	60634.0	93990	2014	june	9003	2014-06-01
West Chicago Avenue	4856 W. Chicago Ave.	Chicago	60651.0	20629	2014	june	1789	2014-06-01
West Englewood	1745 W. 63rd St.	Chicago	60636.0	22214	2014	june	1611	2014-06-01
West Lawn	4020 W. 63rd St.	Chicago	60629.0	72153	2014	june	5968	2014-06-01
West Pullman	830 W. 119th St.	Chicago	60643.0	30407	2014	june	2867	2014-06-01
West Town	1625 W. Chicago Ave.	Chicago	60622.0	92772	2014	june	7861	2014-06-01
Whitney M. Young, Jr.	7901 S. King Dr.	Chicago	60619.0	31993	2014	june	2770	2014-06-01
Woodson Regional	9525 S. Halsted St.	Chicago	60628.0	105925	2014	june	9093	2014-06-01
Wrightwood-Ashburn	8530 S. Kedzie Ave.	Chicago	60652.0	36329	2014	june	3516	2014-06-01
Albany Park	5150 N. Kimball Ave.	Chicago	60625.0	120059	2011	july	11778	2011-07-01
Altgeld	13281 S. Corliss Ave.	Chicago	60827.0	9611	2011	july	713	2011-07-01
Archer Heights	5055 S. Archer Ave.	Chicago	60632.0	101951	2011	july	8116	2011-07-01
Austin	5615 W. Race Ave.	Chicago	60644.0	25527	2011	july	2080	2011-07-01
Austin-Irving	6100 W. Irving Park Rd.	Chicago	60634.0	165634	2011	july	14605	2011-07-01
Avalon	8148 S. Stony Island Ave. 	Chicago	60617.0	71884	2011	july	6184	2011-07-01
Back of the Yards	4650 S. Damen Ave.	Chicago	60609.0	40470	2011	july	4832	2011-07-01
Beverly	1962 W. 95th St.	Chicago	60643.0	106619	2011	july	10086	2011-07-01
Bezazian	1226 W. Ainslie St.	Chicago	60640.0	161803	2011	july	17067	2011-07-01
Blackstone	4904 S. Lake Park Ave.	Chicago	60615.0	128882	2011	july	11133	2011-07-01
Brainerd	1350 W. 89th St.	Chicago	60620.0	16657	2011	july	1550	2011-07-01
Brighton Park	4314 S. Archer Ave.	Chicago	60632.0	99091	2011	july	8793	2011-07-01
Bucktown-Wicker Park	1701 N. Milwaukee Ave.	Chicago	60647.0	173396	2011	july	14948	2011-07-01
Budlong Woods	5630 N. Lincoln Ave.	Chicago	60659.0	160271	2011	july	15273	2011-07-01
Canaryville	642 W. 43rd St.	Chicago	60609.0	35681	2011	july	3078	2011-07-01
Chicago Bee	3647 S. State St.	Chicago	60609.0	16129	2011	july	1279	2011-07-01
Chicago Lawn	6120 S. Kedzie Ave. 	Chicago	60629.0	65939	2011	july	5674	2011-07-01
Chinatown	2353 S. Wentworth Ave.	Chicago	60616.0	158449	2011	july	13609	2011-07-01
Clearing	6423 W. 63rd Pl.	Chicago	60638.0	77943	2011	july	7385	2011-07-01
Coleman	731 E. 63rd St.	Chicago	60637.0	33980	2011	july	2827	2011-07-01
Daley, Richard J. - Bridgeport	3400 S. Halsted St.	Chicago	60608.0	99302	2011	july	8754	2011-07-01
Daley, Richard M. - W Humboldt	733 N. Kedzie Ave.	Chicago	60612.0	38311	2011	july	5544	2011-07-01
Douglass	3353 W. 13th St.	Chicago	60623.0	24191	2011	july	2127	2011-07-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	60892	2011	july	8417	2011-07-01
Edgebrook	5331 W. Devon Ave.	Chicago	60646.0	129288	2011	july	11815	2011-07-01
Edgewater	1210 W. Elmdale Ave.	Chicago	60660.0	76930	2011	july	1515	2011-07-01
Gage Park	2807 W. 55th St.	Chicago	60632.0	33978	2011	july	2842	2011-07-01
Galewood-Mont Clare	6871 W. Belden Ave.	Chicago	60707.0	9218	2011	july	1073	2011-07-01
Garfield Ridge	6348 S. Archer Ave.	Chicago	60638.0	84481	2011	july	8990	2011-07-01
Greater Grand Crossing	1000 E. 73rd St.	Chicago	60619.0	29922	2011	july	3503	2011-07-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	33396	2011	july	3373	2011-07-01
Harold Washington Library Center	400 S. State St.	Chicago	60605.0	966720	2011	july	80219	2011-07-01
Hegewisch	3048 E. 130th St.	Chicago	60633.0	41436	2011	july	3852	2011-07-01
Humboldt Park	1605 N. Troy St.	Chicago	60647.0	84825	2011	july	7019	2011-07-01
Independence	3548 W. Irving Park Rd.	Chicago	60618.0	125886	2011	july	12958	2011-07-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	123076	2011	july	10591	2011-07-01
Jeffery Manor	2401 E. 100th St.	Chicago	60617.0	18319	2011	july	1437	2011-07-01
Kelly	6151 S. Normal Boulevard	Chicago	60621.0	17348	2011	july	1585	2011-07-01
King	3436 S. King Dr.	Chicago	60616.0	36280	2011	july	3446	2011-07-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	18487	2011	july	1485	2011-07-01
Lincoln Belmont	1659 W. Melrose St.	Chicago	60657.0	194268	2011	july	17242	2011-07-01
Lincoln Park	1150 W. Fullerton Ave.	Chicago	60614.0	140877	2011	july	13260	2011-07-01
Little Village	2311 S. Kedzie Ave.	Chicago	60623.0	42276	2011	july	0	2011-07-01
Logan Square	3030 W. Fullerton Ave.	Chicago	60647.0	155741	2011	july	13254	2011-07-01
Lozano	1805 S. Loomis St.	Chicago	60608.0	75042	2011	july	6204	2011-07-01
Manning	6 S. Hoyne Ave.	Chicago	60612.0	44701	2011	july	4079	2011-07-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	66018	2011	july	6965	2011-07-01
McKinley Park	1915 W. 35th St.	Chicago	60609.0	101381	2011	july	8415	2011-07-01
Merlo	644 W. Belmont Ave.	Chicago	60657.0	127160	2011	july	11556	2011-07-01
Mount Greenwood	11010 S. Kedzie Ave.	Chicago	60655.0	88689	2011	july	9325	2011-07-01
Near North	310 W. Division St.	Chicago	60610.0	154238	2011	july	13955	2011-07-01
North Austin	5724 W. North Ave.	Chicago	60639.0	32757	2011	july	3302	2011-07-01
North Pulaski	4300 W. North Ave.	Chicago	60639.0	59678	2011	july	5916	2011-07-01
Northtown	6435 N. California Ave.	Chicago	60645.0	145006	2011	july	15310	2011-07-01
Oriole Park	7454 W. Balmoral Ave.	Chicago	60656.0	139626	2011	july	12219	2011-07-01
Portage-Cragin	5108 W. Belmont Ave.	Chicago	60641.0	118133	2011	july	10617	2011-07-01
Pullman	11001 S. Indiana Ave.	Chicago	60628.0	25807	2011	july	2092	2011-07-01
Roden	6083 N. Northwest Highway	Chicago	60631.0	84755	2011	july	8985	2011-07-01
Rogers Park	6907 N. Clark St.	Chicago	60626.0	190842	2011	july	20367	2011-07-01
Roosevelt	1101 W. Taylor St.	Chicago	60607.0	89642	2011	july	8134	2011-07-01
Scottsdale	4101 W. 79th St.	Chicago	60652.0	59737	2011	july	5803	2011-07-01
Sherman Park	5440 S. Racine Ave.	Chicago	60609.0	19818	2011	july	1919	2011-07-01
South Chicago	9055 S. Houston Ave.	Chicago	60617.0	54168	2011	july	4327	2011-07-01
South Shore	2505 E. 73rd St.	Chicago	60649.0	41954	2011	july	3825	2011-07-01
Sulzer Regional	4455 N. Lincoln Ave.	Chicago	60625.0	619734	2011	july	54941	2011-07-01
Thurgood Marshall	7506 S. Racine Ave.	Chicago	60620.0	39535	2011	july	3359	2011-07-01
Toman	2708 S. Pulaski Rd.	Chicago	60623.0	135191	2011	july	12150	2011-07-01
Uptown	929 W. Buena Ave.	Chicago	60613.0	109341	2011	july	10888	2011-07-01
Vodak-East Side	3710 E. 106th St.	Chicago	60617.0	72016	2011	july	4920	2011-07-01
Walker	11071 S. Hoyne Ave.	Chicago	60643.0	47634	2011	july	4519	2011-07-01
Water Works	163 E. Pearson St.	Chicago	60611.0	45047	2011	july	4099	2011-07-01
West Belmont	3104 N. Narragansett Ave.	Chicago	60634.0	123909	2011	july	11273	2011-07-01
West Chicago Avenue	4856 W. Chicago Ave.	Chicago	60651.0	22091	2011	july	1884	2011-07-01
West Englewood	1745 W. 63rd St.	Chicago	60636.0	23258	2011	july	1815	2011-07-01
West Lawn	4020 W. 63rd St.	Chicago	60629.0	94922	2011	july	5703	2011-07-01
West Pullman	830 W. 119th St.	Chicago	60643.0	40144	2011	july	3844	2011-07-01
West Town	1625 W. Chicago Ave.	Chicago	60622.0	122088	2011	july	10601	2011-07-01
Whitney M. Young, Jr.	7901 S. King Dr.	Chicago	60619.0	37399	2011	july	3123	2011-07-01
Woodson Regional	9525 S. Halsted St.	Chicago	60628.0	125056	2011	july	10366	2011-07-01
Wrightwood-Ashburn	8530 S. Kedzie Ave.	Chicago	60652.0	42257	2011	july	4600	2011-07-01
Albany Park				135858	2016	july	11878	2016-07-01
Altgeld				5864	2016	july	333	2016-07-01
Archer Heights				75818	2016	july	5855	2016-07-01
Austin				21272	2016	july	1786	2016-07-01
Austin-Irving				118020	2016	july	10368	2016-07-01
Avalon				47702	2016	july	4254	2016-07-01
Back of the Yards				39502	2016	july	3457	2016-07-01
Beverly				62264	2016	july	5206	2016-07-01
Bezazian				115177	2016	july	10241	2016-07-01
Blackstone				100420	2016	july	9809	2016-07-01
Brainerd				13258	2016	july	1004	2016-07-01
Brighton Park				59178	2016	july	5074	2016-07-01
Bucktown-Wicker Park				123454	2016	july	10398	2016-07-01
Budlong Woods				102830	2016	july	8631	2016-07-01
Canaryville				22528	2016	july	2000	2016-07-01
Chicago Bee				15002	2016	july	1216	2016-07-01
Chicago Lawn				37448	2016	july	3082	2016-07-01
Chinatown				139865	2016	july	11300	2016-07-01
Clearing				41732	2016	july	3561	2016-07-01
Coleman				42340	2016	july	3782	2016-07-01
Daley, Richard J. - Bridgeport				74356	2016	july	6267	2016-07-01
Daley, Richard M. - W Humboldt				42352	2016	july	3620	2016-07-01
Douglass				19343	2016	july	1438	2016-07-01
Dunning				63134	2016	july	5678	2016-07-01
Edgebrook				102567	2016	july	9882	2016-07-01
Edgewater				184583	2016	july	15672	2016-07-01
Gage Park				21873	2016	july	1807	2016-07-01
Galewood-Mont Clare				12195	2016	july	1001	2016-07-01
Garfield Ridge				61834	2016	july	5277	2016-07-01
Greater Grand Crossing				25993	2016	july	2315	2016-07-01
Hall				15817	2016	july	1408	2016-07-01
Harold Washington Library Center				670077	2016	july	58091	2016-07-01
Hegewisch				28835	2016	july	2655	2016-07-01
Humboldt Park				70210	2016	july	6063	2016-07-01
Independence				0	2016	july	0	2016-07-01
Jefferson Park				95365	2016	july	8321	2016-07-01
Jeffery Manor				12344	2016	july	1038	2016-07-01
Kelly				11307	2016	july	706	2016-07-01
King				32994	2016	july	2585	2016-07-01
Legler Regional				16029	2016	july	1088	2016-07-01
Lincoln Belmont				156842	2016	july	14044	2016-07-01
Lincoln Park				111387	2016	july	10733	2016-07-01
Little Village				68243	2016	july	5171	2016-07-01
Logan Square				127151	2016	july	10741	2016-07-01
Lozano				61126	2016	july	5208	2016-07-01
Manning				31008	2016	july	3037	2016-07-01
Mayfair				59682	2016	july	5193	2016-07-01
McKinley Park				73007	2016	july	6082	2016-07-01
Merlo				96756	2016	july	8332	2016-07-01
Mount Greenwood				68918	2016	july	6954	2016-07-01
Near North				114311	2016	july	9931	2016-07-01
North Austin				19702	2016	july	1775	2016-07-01
North Pulaski				45763	2016	july	4226	2016-07-01
Northtown				100530	2016	july	8985	2016-07-01
Oriole Park				79077	2016	july	6763	2016-07-01
Portage-Cragin				86307	2016	july	7008	2016-07-01
Pullman				16344	2016	july	1326	2016-07-01
Roden				73599	2016	july	7141	2016-07-01
Rogers Park				131222	2016	july	11520	2016-07-01
Roosevelt				62700	2016	july	5639	2016-07-01
Scottsdale				35488	2016	july	3134	2016-07-01
Sherman Park				10521	2016	july	922	2016-07-01
South Chicago				30219	2016	july	2611	2016-07-01
South Shore				38129	2016	july	3316	2016-07-01
Sulzer Regional				412021	2016	july	38336	2016-07-01
Thurgood Marshall				31240	2016	july	2700	2016-07-01
Toman				70387	2016	july	6131	2016-07-01
Uptown				87270	2016	july	7383	2016-07-01
Vodak-East Side				49351	2016	july	4494	2016-07-01
Walker				23499	2016	july	2245	2016-07-01
Water Works				42264	2016	july	3633	2016-07-01
West Belmont				84081	2016	july	7199	2016-07-01
West Chicago Avenue				16645	2016	july	1238	2016-07-01
West Englewood				16878	2016	july	1275	2016-07-01
West Lawn				59115	2016	july	4907	2016-07-01
West Pullman				26449	2016	july	2097	2016-07-01
West Town				75478	2016	july	5882	2016-07-01
Whitney M. Young, Jr.				23194	2016	july	1867	2016-07-01
Woodson Regional				74622	2016	july	6895	2016-07-01
Wrightwood-Ashburn				25190	2016	july	2300	2016-07-01
Altgeld				4297	2017	july	583	2017-07-01
Garfield Ridge				61434	2017	july	5967	2017-07-01
Rogers Park				126146	2017	july	11882	2017-07-01
Merlo				95477	2017	july	8108	2017-07-01
Legler Regional				12520	2017	july	1153	2017-07-01
King				28927	2017	july	2431	2017-07-01
North Austin				17845	2017	july	1840	2017-07-01
Uptown				83125	2017	july	7847	2017-07-01
Wrightwood-Ashburn				22473	2017	july	1904	2017-07-01
Harold Washington Library Center				634570	2017	july	59485	2017-07-01
Toman				65020	2017	july	5440	2017-07-01
West Belmont				81816	2017	july	7520	2017-07-01
Daley, Richard J. - Bridgeport				66355	2017	july	5683	2017-07-01
Sherman Park				9228	2017	july	1121	2017-07-01
Coleman				40095	2017	july	3403	2017-07-01
Oriole Park				72151	2017	july	6601	2017-07-01
Pullman				15123	2017	july	1366	2017-07-01
Northtown				94927	2017	july	9567	2017-07-01
Water Works				48351	2017	july	4418	2017-07-01
Lincoln Belmont				154474	2017	july	13653	2017-07-01
Austin-Irving				110235	2017	july	10551	2017-07-01
Chinatown				127037	2017	july	11284	2017-07-01
North Pulaski				37242	2017	july	3434	2017-07-01
Brighton Park				56112	2017	july	5073	2017-07-01
Budlong Woods				97721	2017	july	8346	2017-07-01
Douglass				15553	2017	july	1446	2017-07-01
Vodak-East Side				41701	2017	july	3845	2017-07-01
Whitney M. Young, Jr.				14547	2017	july	1862	2017-07-01
West Chicago Avenue				12682	2017	july	1084	2017-07-01
Chicago Lawn				38739	2017	july	3677	2017-07-01
Roden				74683	2017	july	7408	2017-07-01
West Lawn				51048	2017	july	4825	2017-07-01
Chicago Bee				12740	2017	july	1178	2017-07-01
South Chicago				24980	2017	july	2402	2017-07-01
Bezazian				102832	2017	july	9363	2017-07-01
South Shore				30527	2017	july	2952	2017-07-01
Austin				12015	2017	july	1622	2017-07-01
Canaryville				23027	2017	july	2249	2017-07-01
Avalon				45981	2017	july	3413	2017-07-01
Jeffery Manor				9057	2017	july	770	2017-07-01
Daley, Richard M. - W Humboldt				31597	2017	july	2477	2017-07-01
West Town				69661	2017	july	6159	2017-07-01
Beverly				72769	2017	july	6994	2017-07-01
Mount Greenwood				64963	2017	july	6732	2017-07-01
Humboldt Park				63037	2017	july	5869	2017-07-01
Dunning				58392	2017	july	5552	2017-07-01
Lincoln Park				117833	2017	july	10551	2017-07-01
Bucktown-Wicker Park				117212	2017	july	10388	2017-07-01
Back of the Yards				31124	2017	july	2652	2017-07-01
Thurgood Marshall				27162	2017	july	2475	2017-07-01
Kelly				11160	2017	july	1004	2017-07-01
Independence				0	2017	july	0	2017-07-01
Mayfair				56550	2017	july	5049	2017-07-01
Hall				15017	2017	july	1278	2017-07-01
Manning				29033	2017	july	2353	2017-07-01
Galewood-Mont Clare				12110	2017	july	1394	2017-07-01
Woodson Regional				0	2017	july	0	2017-07-01
Logan Square				129314	2017	july	11790	2017-07-01
Greater Grand Crossing				23192	2017	july	1872	2017-07-01
Edgewater				182962	2017	july	16570	2017-07-01
Hegewisch				25300	2017	july	2157	2017-07-01
West Pullman				29836	2017	july	2584	2017-07-01
West Englewood				16943	2017	july	1361	2017-07-01
Blackstone				96778	2017	july	9987	2017-07-01
Lozano				56669	2017	july	5089	2017-07-01
Albany Park				121534	2017	july	10718	2017-07-01
Gage Park				19172	2017	july	1530	2017-07-01
Archer Heights				68197	2017	july	6075	2017-07-01
Jefferson Park				86449	2017	july	8408	2017-07-01
Edgebrook				101906	2017	july	10355	2017-07-01
Near North				110921	2017	july	9859	2017-07-01
Scottsdale				32880	2017	july	3326	2017-07-01
Portage-Cragin				89744	2017	july	8173	2017-07-01
Walker				21509	2017	july	2204	2017-07-01
Brainerd				12425	2017	july	944	2017-07-01
Clearing				37950	2017	july	3934	2017-07-01
Little Village				61242	2017	july	5161	2017-07-01
Sulzer Regional				403323	2017	july	36438	2017-07-01
Roosevelt				58366	2017	july	5615	2017-07-01
McKinley Park				68579	2017	july	5965	2017-07-01
West Chicago Avenue	4856 W. Chicago Ave.	Chicago	60651.0	4609	2022	july	502	2022-07-01
Whitney M. Young, Jr.	415 E. 79th St.	Chicago	60619.0	8041	2022	july	835	2022-07-01
Woodson Regional	9525 S. Halsted St.	Chicago	60628.0	25002	2022	july	2150	2022-07-01
Beverly	1962 W. 95th St.	Chicago	60643.0	26961	2022	july	3365	2022-07-01
Archer Heights	5055 S. Archer Ave.	Chicago	60632.0	27343	2022	july	2505	2022-07-01
Manning	6 S. Hoyne Ave.	Chicago	60612.0	11869	2022	july	1401	2022-07-01
Blackstone	4904 S. Lake Park Ave.	Chicago	60615.0	81017	2022	july	7174	2022-07-01
Portage-Cragin	5108 W. Belmont Ave.	Chicago	60641.0	41531	2022	july	3750	2022-07-01
West Belmont	3104 N. Narragansett Ave.	Chicago	60634.0	35914	2022	july	3489	2022-07-01
Avalon	8148 S. Stony Island Ave.	Chicago	60617.0	15567	2022	july	1462	2022-07-01
Edgewater	6000 N. Broadway St.	Chicago	60660.0	124239	2022	july	11022	2022-07-01
South Shore	2505 E. 73rd St.	Chicago	60649.0	10647	2022	july	927	2022-07-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	6453	2022	july	729	2022-07-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	7510	2022	july	756	2022-07-01
Back of the Yards	2111 W. 47th St.	Chicago	60609.0	12242	2022	july	1117	2022-07-01
Vodak-East Side	3710 E. 106th St.	Chicago	60617.0	19893	2022	july	1903	2022-07-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	30562	2022	july	2735	2022-07-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	40511	2022	july	3897	2022-07-01
West Pullman	830 W. 119th St.	Chicago	60643.0	8454	2022	july	732	2022-07-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	59621	2022	july	5317	2022-07-01
